director_name;gender;movies_nb;fidelity_rel;fidelity_abs
Jean Pourtalé;2;1;0.0;0
John Griffith Wray;2;3;0.0;0
Charles Bartlett;2.0;3;2.0;6
Danny Madden;2;2;1.0;2
Omar Mullick;2;1;0.0;0
Eliane Raheb;2;1;0.0;0
Dustin Nguyen;2.0;2;0.0;0
James B. Leong;2.0;1;0.0;0
A.O. Väisänen;2;1;0.0;0
Maura Mandt;1.0;1;0.0;0
Jean-Pierre Dougnac;2;1;0.0;0
Karlheinz Martin;2;10;0.4;4
Michèle Rosier;2;2;0.0;0
H. Schroeder;2;1;0.0;0
Erik A. Petschler;2;2;0.0;0
Mel Brown;2;1;0.0;0
William Campbell;2;6;0.7;4
Clarke Mackey;2;1;0.0;0
Manfred Noa;2;4;0.0;0
Aleksandr Sanin;2;2;0.0;0
Shichuan Zhang;2;3;0.0;0
Magnus Mork;2;3;0.0;0
Jefferson Edward Donald;2;1;0.0;0
Eisuke Naitô;2;6;1.7;10
Toto Hoedi;2;1;0.0;0
Harry Houdini;2;1;0.0;0
Peter Paul Felner;2;1;0.0;0
Glen Lyons;2;1;0.0;0
Tom McNamara;2;2;0.0;0
Jari Halonen;2;5;1.0;5
Craig Hutchinson;2;4;0.0;0
Jacky Cukier;2;1;0.0;0
René Perraudin;2;2;0.0;0
Pierre Toury;2;1;0.0;0
Kay Wright;2;1;0.0;0
Sophie Chiarello;2;1;0.0;0
François Rollin;2.0;1;0.0;0
Sit Kwan;2;7;3.0;21
Sonny Chiba;2.0;2;0.0;0
Tonia Marketaki;2;4;0.0;0
Lee De Forest;2;6;0.0;0
Arzén von Cserépy;2;6;0.3;2
James D. Davis;2;12;1.4;17
Rudolf Dworsky;2;1;0.0;0
Witold Giersz;2;5;0.0;0
Andrés Borghi;2;3;0.7;2
Tong Wong;2;1;0.0;0
Steven Rosenbaum;2.0;1;0.0;0
Ryszard Czekala;2;5;0.0;0
Lotta Geffenblad;2;5;0.0;0
Mirosław Kijowicz;2;3;0.0;0
Zofia Oraczewska;2;1;0.0;0
Jerzy Kalina;2;4;0.0;0
C.H. Ratchapol;2;2;0.0;0
Louis Wolheim;2.0;1;0.0;0
Dang Nhat Minh;2.0;9;0.2;2
Fred Jackman;2.0;5;0.0;0
Cutter Hodierne;2;2;0.0;0
Zachary Treitz;2.0;2;0.0;0
Lucy Luscombe;2;1;0.0;0
Brian Lye;2;1;0.0;0
Iiris Härmä;2;2;0.0;0
Teemu Auersalo;2;1;0.0;0
Niklas Lindgren;2;1;0.0;0
Jan Ijäs;2;2;0.0;0
Kimmo Yläkäs;2;1;0.0;0
Vesa Kuosmanen;2;3;0.0;0
Chun Kim;2.0;16;1.5;24
Ela Thier;1.0;2;0.0;0
Junya Sakino;2;1;0.0;0
Lawrence Turman;2.0;2;0.0;0
Curtis Ellis;2;1;0.0;0
David Boyd;2.0;1;0.0;0
Steven Vosburgh;2;1;0.0;0
Thorsten Schmidt;2.0;8;0.0;0
Andrea Sedláčková;2;3;0.0;0
Joël Brisse;2;2;0.0;0
Steven Goldfried;2.0;1;0.0;0
Daniel Navetta;2;1;0.0;0
Andreas Dalsgaard;2.0;5;0.0;0
Stanford Singer;2;1;0.0;0
Lee Tit;2.0;7;0.6;4
Zhu Shi-Lin;2.0;5;0.0;0
Hui Shi;2;2;0.0;0
Stephen Finnigan;2;4;0.0;0
Tsubokawa Takushi;2;3;0.0;0
Lewis H. Moomaw;2;1;0.0;0
Jennifer Elster;2;1;0.0;0
Robert C. Bruce;2.0;5;0.0;0
Lee Sun-Fung;2.0;6;0.0;0
John Miller;2.0;3;0.0;0
Billy West;2.0;3;0.0;0
Rob Wagner;2;3;0.7;2
Harold Beaudine;2;7;0.3;2
Jill Coulon;2;1;0.0;0
Nana Ekvtimishvili;1.0;2;0.0;0
William Bertram;2;5;0.4;2
Thomas Lacoste;2;1;0.0;0
Nikolai Khodataev;2;5;0.0;0
Eddie Lyons;2;9;0.4;4
Gaston Quiribet;2;1;0.0;0
Al St. John;2.0;3;0.0;0
Leo König;2;1;0.0;0
Hannes Vartiainen;2;4;0.0;0
Jenni Rahkonen;2;1;0.0;0
Andrew Sala;2;2;0.0;0
Juan Pablo Etcheverry;2;2;0.0;0
Eric W. Williams;2;1;0.0;0
Renato Savino;2;2;0.0;0
Dominique Thiel;2;1;0.0;0
Vinay Govind;2;2;2.0;4
Aaron Vanek;2;3;0.0;0
Jani Ilomäki;2;1;0.0;0
Teymuor Ghaderi;2;1;0.0;0
Gabriel Gauchet;2;1;2.0;2
Marco von Moos;2;1;0.0;0
Jason Lockhart;2;2;0.0;0
Hans Petch;2;1;0.0;0
Riki Shelach Nissimoff;2;3;0.0;0
Jan Hertz;2;1;0.0;0
Aage Wiltrup;2;1;0.0;0
Koratala Siva;2;3;0.7;2
Lee Hsing;2.0;13;2.8;36
Otilia Portillo Padua;2;1;0.0;0
Cen Fan;2;1;0.0;0
Ching-jui Pai;2;16;1.9;31
Elisabeth Marton;2;1;0.0;0
Tung Wang;2;9;0.4;4
Chang Yi;2.0;3;0.7;2
Antoni Verdaguer;2.0;8;0.2;2
Tieli Xie;2.0;6;0.0;0
Patricia Ferreria;2;1;0.0;0
Choui Khoua;2;4;0.5;2
Christian Auxemery;2;1;0.0;0
Robert Lalonde;2;1;0.0;0
Luke Rivett;2;1;0.0;0
Patrício Faísca;2;1;0.0;0
Francisco Campos;2;1;0.0;0
Pedro Rocha Nogueira;2;1;0.0;0
João Viana;2;3;0.0;0
João Garcia;2;3;0.0;0
Nabil Elderkin;2.0;1;0.0;0
João Nicolau;2;6;1.0;6
María Florencia Álvarez;2;1;0.0;0
Hannes Lang;2;1;0.0;0
Igor Pitta Simões;2;1;0.0;0
Maria João Ferreira;2;1;0.0;0
Vítor Pedrosa;2;1;0.0;0
Sérgio Brás d’Almeida;2;1;0.0;0
Luís Alves;2;1;0.0;0
José Barahona;2;2;0.0;0
Tyler Benjamin;2;4;0.0;0
Bruno Oliveira;2;1;0.0;0
Luís Batista;2;1;0.0;0
Amadeu Pena da Silva;2;1;0.0;0
Carey Burtt;2;3;0.0;0
André Macieira;2;2;0.0;0
Shawn Durr;2;1;0.0;0
João Bordeira;2;1;0.0;0
João Seiça;2;2;0.0;0
Fábio Sousa;2;1;0.0;0
Pedro Rodrigues;2;1;0.0;0
Pedro Vaz;2;1;0.0;0
Francisco Manuel Sousa;2;2;0.0;0
Bernardo Nascimento;2;1;0.0;0
Rafael Antunes Martins;2;2;0.0;0
Paula Soares;2;1;0.0;0
Nuno Félix;2;1;0.0;0
Álvaro Barbosa;2;1;0.0;0
Filipe Henriques;2;2;0.0;0
João Azevedo;2;1;0.0;0
Óscar Faria;2;2;0.0;0
Rui Moreira;2;1;0.0;0
Marco Barbosa;2;1;0.0;0
Austen Jewell;2;2;2.0;4
Alfredo Gurrola;2;14;1.3;18
Pedro Brito;2;3;1.0;3
Adam Krzeptowski;2;1;0.0;0
David Cholewa;2;1;0.0;0
João Fazenda;2;1;0.0;0
André Guiomar;2;1;0.0;0
Ana Almeida;2;1;0.0;0
Quirino Simões;2;2;0.0;0
Augusto Fraga;2;5;1.0;5
João Rodrigues;2;1;0.0;0
Rui Vieira;2;1;0.0;0
Jean-Yves Lafesse;2;1;0.0;0
Irina Calado;2;2;0.0;0
Joaquim Pinto;2;12;0.5;6
André Letria;2;1;0.0;0
Bruno Rosa;2;1;0.0;0
Carlos Araújo;2;1;0.0;0
Ana Sofia Cunha;2;1;0.0;0
Francisco Antunez;2;3;0.7;2
André Marques;2;5;0.0;0
Pedro Moura;2;1;0.0;0
Henrique Rocha;2;1;0.0;0
Pedro Sousa;2;1;0.0;0
Quaresma Vieira;2;2;0.0;0
António Antunes;2;1;0.0;0
Rocky Law;2;1;0.0;0
Jelena Bajić Jočić;2;1;0.0;0
Steven Bernstein;2;2;0.0;0
Ray Telles;2;1;0.0;0
Josh Slates;2;1;0.0;0
Fernando Alle;2;2;0.0;0
Marek Rozenbaum;2;1;0.0;0
Dinarte Freitas;2.0;1;0.0;0
Anna da Palma;2;2;0.0;0
Paulo César Fajardo;2;1;0.0;0
Nick Bentgen;2;1;0.0;0
Simon Galiero;2;3;0.0;0
Lahcen Zinoun;2;1;0.0;0
Peter Anthony Fields;2;1;0.0;0
Tamara Monzonsillo;2;1;0.0;0
Valérie Gaudissart;2;2;0.0;0
Greg Robbins;2.0;1;0.0;0
Paul T T Easter;2;1;0.0;0
Hiroshi Okuhara;2;4;0.0;0
Yeung Chi-Gin;2;2;0.0;0
Nuria Leon Bernado;2;1;0.0;0
Martin Villeneuve;2;1;0.0;0
José Pedro Cavalheiro;2;2;0.0;0
Luís Vieira Campos;2;3;0.7;2
Hernâni Duarte Maria;2;1;0.0;0
Tiago Sousa;2;1;0.0;0
Paul Cotrulia;2.0;1;0.0;0
Robert Grasmere;2;1;0.0;0
Matt Cerwen;2;2;0.0;0
José Nascimento;2.0;2;5.0;10
Eduardo Morais;2;3;0.0;0
Stephen Peter Smith;2.0;1;0.0;0
Jeremy Gardner;2.0;2;0.0;0
Charles Gormley;2;4;0.0;0
Tian-lin Wang;2;4;1.8;7
Robert Snyder;2.0;1;0.0;0
RJ Bentler;2;2;0.0;0
Manuel Palacios;2.0;3;0.0;0
Shannon Plumb;1.0;1;0.0;0
Jon Burton;2;1;0.0;0
Sylvio Back;2;15;0.1;2
Lisa Molomot;2;1;0.0;0
Lily Keber;2;1;0.0;0
Mário Gajo De Carvalho;2;1;0.0;0
Tomsie Sze;2;1;0.0;0
Şenol Sönmez;2;2;0.0;0
Campbell X;2;1;0.0;0
Nicole Haeusser;2;1;0.0;0
André Badalo;2;2;0.0;0
José Carlos de Oliveira;2;4;0.5;2
Teresa Prata;2;1;0.0;0
Vladimír Drha;2;4;1.0;4
Michael Ekbladh;2.0;4;0.0;0
Bradley Hutchinson;2;1;0.0;0
Liliana Komorowska;1.0;1;0.0;0
Fábio Silva;2;1;0.0;0
Goran Rusinovic;2;1;0.0;0
Phabyo Silva;2;1;0.0;0
Milan Cheylov;2.0;1;0.0;0
Andrew D. Cooke;2;1;0.0;0
Steven L. Austin;2;1;2.0;2
Rob Thomas;2;1;0.0;0
Marcelo Santiago;2;4;0.5;2
Hal Roach, Jr.;2.0;3;2.0;6
José Frazão;2;2;0.0;0
Thomas Smugala;2;1;0.0;0
Matt Orlando;2;1;0.0;0
Joshua Rofé;2;1;0.0;0
Serge Bard;2;3;2.0;6
Drew Stone;2;2;0.0;0
Cyril Gardner;2.0;2;0.0;0
Mikala Krogh;2;3;0.7;2
William H. Whyte;2;1;0.0;0
James Burton Yockey;2;2;0.0;0
Sylvestre Amoussou;2;1;4.0;4
Robert Fantinatto;2;1;0.0;0
Nathaniel Atcheson;2;3;0.0;0
Roger Gastman;2;1;0.0;0
Charlotte Madsen;2;1;0.0;0
Emre Yalgın;2;2;0.0;0
Doug Hamilton;2;1;0.0;0
Mat Hames;2.0;8;2.9;23
Tim Wheeler;2;1;0.0;0
Cruz Delgado;2;3;0.0;0
Safinez Bousbia;2;1;0.0;0
Tim Supple;2;1;0.0;0
Alexandros Voulgaris;2;2;0.0;0
Andrew Brotzman;2;1;0.0;0
Hao Jie;2;2;0.0;0
Tom Jarmusch;2.0;1;0.0;0
David H. Steinberg;2.0;2;0.0;0
Charles Hutchison;2.0;11;0.5;6
Stefan Haupt;2;7;0.9;6
Irene Langemann;2;2;0.0;0
Przemysław Wojcieszek;2;5;0.4;2
Leigh Dovey;2;1;0.0;0
Donna Schatz;2;1;0.0;0
Beatrix Schwehm;2;1;0.0;0
Yvonne Smith;2;1;0.0;0
Dmitriy Svetozarov;2;4;0.5;2
Peter Schreiner;2.0;5;0.0;0
Z. Lokman;2;14;1.1;15
Masamitsu Sasaki;2;1;0.0;0
Sam Taplin;2;1;0.0;0
Nirattisai Kaljaruek;2.0;1;0.0;0
Eduardo Rodrigues;2;3;0.0;0
Joy Aquino;2;1;0.0;0
Borgy Torre;2;4;0.5;2
Rey Malonzo;2;3;0.0;0
Kei Ôyama;2;4;0.0;0
Isamu Hirabayashi;2.0;12;0.3;4
Naoyuki Niiya;2;1;0.0;0
Todd Rosken;2.0;1;0.0;0
Jin Yang;2;3;0.0;0
Shingo Yamashiro;2;1;0.0;0
Vance McLean;2;3;0.7;2
Giannis Haritidis;2;1;0.0;0
Edmundo H. Rodríguez;2;7;1.3;9
Herbert Sveinbjörnsson;2;1;0.0;0
Wael Omar;2;1;0.0;0
Vatroslav Mimica;2;12;1.8;22
Fred M. Caruso;2;1;0.0;0
Thomas Bardinet;2;3;0.0;0
Lyle Sacris;2;2;0.0;0
Naoto Takenaka;2.0;6;0.0;0
Deo Fajardo Jr.;2;3;0.7;2
Panagiotis Evangelidis;2;1;0.0;0
Francis Perrin;2;3;0.0;0
Chrysa Tzelepi;2;1;0.0;0
Bruno Chouinard;2;1;0.0;0
Ramanarayanan;2;1;0.0;0
Sini Anderson;2;1;0.0;0
Reuben Atlas;2;2;0.0;0
Fahim Alam;2;1;0.0;0
Brian Mahoney;2;1;0.0;0
Joy Mathew;2.0;1;0.0;0
Rick Prelinger;2;2;0.0;0
Nedžad Begović;2.0;1;2.0;2
André de la Varre;2;14;0.0;0
Igor Minaiev;2.0;4;0.0;0
Alain Minier;2;1;0.0;0
Michael Rasmussen;2.0;1;2.0;2
Eric Vuillard;2;1;0.0;0
Cary Howe;2;1;2.0;2
Pasha Roberts;2;1;0.0;0
Pedro Costa Musté;2;5;0.4;2
Sheershak Anand;2;1;0.0;0
Eugenio Polgovsky;2;5;0.0;0
Matthew Savage;2;1;0.0;0
Andrew Jones;2;8;1.9;15
Melanie Abramov;2;1;0.0;0
Bruno Mercier;2;3;0.7;2
Jérôme Palteau;2;1;0.0;0
M.F. Hussain;2;1;0.0;0
Pamela Rooks;2;2;0.0;0
Tewfik Saleh;2;8;0.4;3
Pablo Llorca;2;11;1.2;13
Monica Vullo;2;2;1.0;2
David Sheldon;2.0;1;0.0;0
Gustavo Beck;2;3;0.0;0
Max Pletttau;2;1;0.0;0
Linton Semage;2;2;0.0;0
Dylan Pearce;2.0;2;0.0;0
Hammudi Al-Rahmoun Font;2;1;0.0;0
Stathis Athanasiou;2;3;0.0;0
Miguel Angel Blanca;2;1;0.0;0
William Dickerson;2;3;0.7;2
Yutaka Yamamoto;2;5;0.0;0
Cliff Stephenson;2;3;0.0;0
Chou Hsu-Chiang;2;5;0.4;2
F. Percy Smith;2;12;0.0;0
Jean Giraud;2.0;1;0.0;0
Gabrielle Baur;2;1;0.0;0
Victor Gonzalez;2.0;1;0.0;0
Edwin Zbonek;2;9;0.6;5
J.B. Smith;2;1;0.0;0
Mike Weeks;2;2;0.0;0
Nattawut Poonpiriya;2;3;0.0;0
Hung Tao;2;1;0.0;0
Lee Hutcheon;2;1;0.0;0
Sam Addison;2;1;0.0;0
Kevin Hegge;2;1;0.0;0
Helena Ahonen;2;1;0.0;0
Lei Lei;2;2;0.0;0
Nina Cijan;2;1;0.0;0
Hagen Decker;2;1;0.0;0
Beyoncé Knowles;1.0;1;0.0;0
Marko Äijö;2;1;0.0;0
Deborah Anderson;2;1;0.0;0
Sarah Teale;2;2;0.0;0
David Holbrooke;2;2;0.0;0
Massimiliano Pacifico;2;1;0.0;0
Ian Truitner;2;2;0.0;0
Gábor Fischer;2;1;0.0;0
Samantha Buck;1.0;3;0.0;0
Mary Jane Doherty;2;2;0.0;0
Nathaniel Hansen;2;1;0.0;0
Ittisoontorn Vichailak;2;1;0.0;0
Jonathan Joffe;2;2;1.0;2
Christopher Mitchell;2;1;0.0;0
Birt Acres;2;12;0.2;2
Alexa Visarion;2;2;0.0;0
Claude Vital;2;1;0.0;0
Daiji Suzuki;2;1;0.0;0
Thomas Pavlousek;2;1;0.0;0
Jean-Marie Degèsves;2;1;0.0;0
Fred Thomas Jr.;2;2;0.0;0
AJ Meadows;2;1;0.0;0
Wei Te;2;5;0.0;0
George Felner;2;1;0.0;0
Austin Robert Hines;2.0;1;0.0;0
Marco Paracchini;2;1;0.0;0
Travis Zariwny;2;3;0.0;0
Gilitte Leung;2;1;0.0;0
Michael Kallio;2;1;0.0;0
John Craddock;2;1;0.0;0
Angela Cheng;2;1;0.0;0
Philippe Klose;2;1;0.0;0
Joe Gantz;2.0;1;0.0;0
Daniel J. Gillin;2;1;0.0;0
Jay Kanzler;2;2;0.0;0
Chris Michael Birkmeier;2;1;0.0;0
Sedika Mojadidi;2;1;0.0;0
Paul Cranefield;2;1;0.0;0
Jean-Pierre Dutilleux;2;1;0.0;0
Michal Goldman;2;1;0.0;0
William Cheung;2;1;0.0;0
Justin Salerian;2;1;0.0;0
Gabriel Scott;2;1;0.0;0
Howard Libov;2;2;0.0;0
María Verónica Ramírez;2;1;0.0;0
Mark Ravenhill;2;2;0.0;0
Francesca Muci;2;1;2.0;2
tadao nagahama;2;1;0.0;0
Duncan Laing;2;1;0.0;0
Will Bridges;2;1;0.0;0
Gheorghe Preda;2;1;0.0;0
Randy Smith;2;2;0.0;0
Bren Lynne;2;1;0.0;0
Monica Winter Vigil;2;1;0.0;0
Michael Clark;2.0;1;0.0;0
Mircea Săucan;2;2;1.0;2
Dieter Sauter;2;1;0.0;0
Dimitris Athyridis;2;2;0.0;0
Salam Bappu;2;2;0.0;0
Bill Pullman;2.0;1;0.0;0
William Clift;2;1;0.0;0
Colin Carter;2;1;0.0;0
Simonka de Jong;2;3;0.0;0
Roberta Marie Munroe;2;3;2.0;6
Suzanne Guacci;1.0;3;0.0;0
Abbe Robinson;2;1;0.0;0
Reinhard Günzler;2;2;0.0;0
Eric Esau;2;1;0.0;0
Anthony J. Rickert-Epstein;2.0;1;0.0;0
Harry Schenck;2.0;1;0.0;0
Konrad Sattler;2;1;0.0;0
Frank S. Mottershaw;2;4;0.0;0
William Haggar;2;4;0.5;2
Edwin Carewe;2;6;0.8;5
Yoon Yong-Kyu;2;1;0.0;0
Maeve Murphy;2;2;2.5;5
Martin Laroche;2;1;0.0;0
Bogdan Mustata;2;2;0.0;0
Edward C. Lilley;2;10;1.2;12
Simon Reynolds;2.0;1;0.0;0
Tudor Botezatu;2;1;0.0;0
Monika Mitchell;2;12;0.8;10
Harry Garson;2.0;4;0.5;2
Conrad Clark;2;1;0.0;0
Fernández Costanza;2;1;0.0;0
Matthieu Lietaert;2;1;0.0;0
Carsten Sønder;2;2;1.0;2
Niall McCann;2;1;0.0;0
Heath Jones;2;2;0.0;0
Ashima Chibber;2;1;0.0;0
Castleton Knight;2.0;5;0.8;4
Domhnall Gleeson;2.0;2;2.0;4
Alan Handley;2;1;0.0;0
Sonthar Gyal;2;2;0.0;0
Biray Dalkıran;2;2;0.0;0
Adam Pertofsky;2.0;3;0.0;0
Kyon Soon Jo;2;1;0.0;0
Roger J. Barski;2;1;0.0;0
Eric Schwartz;2;1;0.0;0
Alexandra McGuinness;2;2;0.0;0
Kevin Undergaro;2;1;0.0;0
Jacob Roebuck;2;1;0.0;0
Aran Hughes;2;1;0.0;0
Scott Mactavish;2;2;0.0;0
Sophie O'Connor;2;1;0.0;0
Praveen Gandhi;2;3;0.7;2
Alex Boothby;2;1;0.0;0
Malcolm Leigh;2;1;0.0;0
Peque Gallaga;2;10;1.0;10
Constantino Esteves;2;1;0.0;0
Emil Nofal;2;2;0.0;0
Peter Coggan;2;1;0.0;0
Johannes Schiehsl;2;1;0.0;0
Sadatsugu Matsuda;2.0;24;2.0;47
Laure Marsac;1.0;1;0.0;0
Wai Wang;2;1;0.0;0
Richard Daneel;2;1;0.0;0
Llorenç Llobet-Grácia;2;1;0.0;0
Aneesh Upasana;2;3;0.0;0
Deann Borshay;2;1;0.0;0
Ralf Möllenhoff;2;2;0.0;0
Peter Nevard;2;1;0.0;0
Irene Bude;2;1;0.0;0
Aaron Michael Metchik;2.0;1;0.0;0
William B. Treutle;2;1;0.0;0
Paolo Poeti;2;4;0.5;2
Raphael Rebibo;2;2;0.0;0
Dan Turgeman;2;2;0.0;0
Jaroslav Vojtek;2;3;0.0;0
Andrew Robertson;2;1;0.0;0
Nikki Braendlin;2;1;0.0;0
David R. Higgins;2;1;0.0;0
Doug Karr;2;2;0.0;0
Christian Bauer;2;1;0.0;0
Jonathan Potts;2.0;1;0.0;0
Gary Alazraki;2;1;0.0;0
Piero Costa;2;2;1.0;2
Penny Edmiston;2;1;0.0;0
Mack Hail;2;1;0.0;0
Sean O'Brien;2.0;1;0.0;0
Marites Carino;2;1;0.0;0
Aina J. Eliassen;2;1;0.0;0
Richard James Allen;2;2;0.0;0
Martin Heslop;2;1;0.0;0
Philippe Vincent;2;1;0.0;0
John Bush;2;1;0.0;0
Oren Shkedy;2;1;0.0;0
Mitchell Rose;2;1;0.0;0
Bernardo Ruiz;2.0;2;0.0;0
James Christopher;2;3;0.7;2
Dacil Pérez de Guzmán;2;1;0.0;0
Hajo Schomerus;2;2;0.0;0
Massimiliano Verdesca;2;1;0.0;0
Andrew Tucker;2;1;0.0;0
Craig Denney;2;1;0.0;0
Pierre Morath;2;2;0.0;0
Leopoldo Pomés;2;1;0.0;0
Cédric Dupire;2;2;0.0;0
No Deok;2;2;0.0;0
Paulo Pélico;2;1;0.0;0
Britta Johnstone;2;1;0.0;0
Shane Salerno;2.0;1;0.0;0
F. McGrew Willis;2;1;0.0;0
Annie Sprinkle;2;1;0.0;0
Jon Van Dyke;2;1;0.0;0
سمير أ.خوري;2;2;0.0;0
Maren R. Monsen;2;1;0.0;0
Eric Striffler;2;1;0.0;0
Molly Bernstein;2;1;0.0;0
Börje Nyberg;2;2;0.0;0
Edwin J. Burke;2;1;0.0;0
Alejandro Marzoa Blasco;2;3;0.7;2
Jack Zagha Kababie;2;4;0.5;2
Julien Abraham;2;1;0.0;0
Joël Franka;2;1;0.0;0
Marie-Dominique Dhelsing;2;1;0.0;0
Roger Villarroya;2;2;0.0;0
Gilles Martinerie;2;1;0.0;0
Mehmet Ada Öztekin;2;1;0.0;0
Raphaël Beaugrand;2;1;0.0;0
Anette Pilmark;2;1;0.0;0
Giorgos Varelas;2;1;0.0;0
Aude Verbiguie;2;1;0.0;0
Martin Holland;2;1;0.0;0
Juliusz Kossakowski;2;1;0.0;0
Eric Mitchell;2.0;4;0.5;2
Alina Szpak;2;1;0.0;0
Deborah van Dam;2;1;0.0;0
Jarl Kulle;2.0;1;0.0;0
Åke Falck;2.0;3;0.0;0
Shimon Azulai;2;1;0.0;0
Uri Paster;2;1;0.0;0
Jonathan Tammuz;2.0;2;0.0;0
Alexandra Gulea;2;1;2.0;2
Dan Green;2;1;0.0;0
Stephen La Rocque;2;2;0.0;0
Benni Shvily;2;1;0.0;0
Denis Klebleev;2;1;0.0;0
Matt Whitaker;2;1;0.0;0
Henry Mason;2;2;0.0;0
Harold Guskin;2;1;0.0;0
Shatrujit Paul;2;1;0.0;0
Tatineni Prakash Rao;2;9;1.9;17
Alfredo Soderguit;2;1;0.0;0
Dan Cox;2;1;0.0;0
Börkur Gunnarsson;2;1;0.0;0
Shawn Piller;2;1;0.0;0
Marcel Roels;2;1;0.0;0
Abe Levy;2;2;0.0;0
James Hale;2;1;0.0;0
Coodie Simmons;2.0;1;0.0;0
Petr Ctvrtnícek;2;1;0.0;0
Erik Peter Carlson;2;3;0.7;2
Brian McGuire;2.0;4;0.5;2
Mauro Severino;2;4;1.0;4
Alan Gorg;2;3;0.0;0
Kelvin Z. Phillips;2;1;0.0;0
Pascal Bergamin;2;1;0.0;0
Kiff Scholl;2;1;0.0;0
Jaka Bizilj;2;1;2.0;2
Marianna Oikonomou;2;1;0.0;0
Manuel Moreno;2;1;0.0;0
Nikos Dagiadas;2;1;0.0;0
Zack Bernbaum;2;3;0.0;0
Jeremy Frindel;2;1;0.0;0
Kimon Tsakiris;2;4;0.0;0
Jacob Kotzky;2.0;1;0.0;0
Costas Dandinakis;2;1;0.0;0
Robert Nathan;2;1;0.0;0
Józef Skolimowski;2;1;0.0;0
True Boardman;2.0;1;0.0;0
Guy Slater;2;2;0.0;0
Mukunda Michael Dewil;2;1;0.0;0
Erich Pommer;2.0;1;0.0;0
Tony Britten;2;4;0.5;2
Paulus Manker;2;4;0.0;0
Clu Gulager;2.0;1;0.0;0
Sébastien Grall;2;2;0.0;0
Didi Danquart;2.0;6;1.0;6
Giannis Diamantopoulos;2;1;0.0;0
Tobias Ahlgren;2;1;0.0;0
Yakov Bentsvi;2;1;0.0;0
Brahma G. Dev;2;1;0.0;0
Gunnel Lindblom;1.0;2;1.0;2
Maryanne Zéhil;2;1;0.0;0
Alfred Steinhardt;2;3;0.7;2
Stéphanie Argerich;2;1;0.0;0
Carlos De Carvalho;2;2;0.0;0
Obinna Onwuekwe;2;1;0.0;0
Daric Gates;2;1;0.0;0
Elizabeth Wiegard;2;1;0.0;0
Tammy Caplan;2;1;0.0;0
George Bilson;2;1;0.0;0
Newton Thomas Sigel;2;3;0.0;0
Thomas Korthals Altes;2;5;0.4;2
Alexander Jeffery;2;1;0.0;0
Carlos Manga;2.0;18;3.0;54
Lucile Desamory;2;1;0.0;0
Rubens Rewald;2;1;0.0;0
Peter Hutchings;2;3;0.7;2
Eli Saguy;2;1;0.0;0
Mark Parland;2;1;0.0;0
Shaheed Kader;2;1;0.0;0
Jorge Campos;2;1;0.0;0
Mónica Dias;2;1;0.0;0
Anna Thomas;1.0;1;0.0;0
Chema Rodríguez;2;3;0.0;0
Julian Thomas;2;2;0.0;0
Hyatt Bass;2;1;0.0;0
Bastian Zach;2;1;0.0;0
Joonas Vinnari;2;1;0.0;0
عبدالمنعم مدبولي;2;1;0.0;0
Nancy Kalow;2;1;0.0;0
Boy Bruynzeel;2;3;0.0;0
مازن الجبلي;2;1;0.0;0
شريف مندور;2;2;0.0;0
Kevin Keating;2.0;1;4.0;4
Massimo Manuelli;2;1;0.0;0
Liz Marshall;2;1;0.0;0
Viktor Gjika;2;8;2.1;17
Rajeev Kumar;2;1;0.0;0
Aaron Larock;2;1;0.0;0
Mark Fafard;2;1;0.0;0
Christina Karrer;2;1;0.0;0
Matthias Mirke;2;1;0.0;0
Graeme Ball;2;1;0.0;0
David Leon;2.0;3;0.0;0
Joel Stangle;2;1;0.0;0
Gary Hurst;2;3;0.0;0
Mark L. Maness;2;2;0.0;0
بديع خيري;2;1;0.0;0
Jason Witter ;2;2;0.0;0
Ronny Carlsson;2;3;0.7;2
مؤنس الشوربجي;2;1;0.0;0
Antonio Moreno;2.0;2;0.0;0
Nancy De Los Santos;2;1;0.0;0
Ben Shelton;2;1;0.0;0
Norman Law Man;2;6;1.0;6
Gianpaolo Tescari;2;1;0.0;0
Vojtěch Moravec;2;1;4.0;4
James Ingrassia;2;1;0.0;0
Luiz Castellini;2;3;0.7;2
Craig Welch;2;3;0.0;0
Nicolas Brault;2;4;0.0;0
Rina Barone;2;1;0.0;0
Sudheer Varma;2;3;1.3;4
Alanis Obomsawin;1.0;19;0.0;0
Cheung C. Law;2;1;0.0;0
Shigeo Ishi;2;1;0.0;0
Budimir Metalnikov;2;1;0.0;0
Vijay Kumar Konda;2;2;1.0;2
Douglas Sinclair;2;1;0.0;0
Panos Karkanevatos;2;3;0.0;0
Gene Teigland;2;1;0.0;0
Darcy Conyers;2.0;5;1.6;8
Janet Meyers;1.0;2;0.0;0
Rogério Corrêa;2;2;0.0;0
Tommy Fan;2;2;1.0;2
Jeremy Freeston;2;1;0.0;0
Gil Luna;2;1;0.0;0
Masaharu Take;2;3;0.0;0
Maria Ilioú;2;3;0.0;0
Eleanor Burke;2;1;0.0;0
Oliver Halmburger;2;2;0.0;0
Shmuel Haimovich;2;1;0.0;0
Ethan Silverstein;2;1;0.0;0
Tim Lewis;2;1;0.0;0
Jan Spáta;2;7;0.0;0
Hanoch Rosen;2;1;0.0;0
