director_name;gender;movies_nb;fidelity_rel;fidelity_abs
Michael Palm;2;4;0.0;0
Katrine Hauch-Fausbøll;2;1;0.0;0
Gauri Karekar Sarwate;2;1;0.0;0
Yoh Yoshinari;2;2;6.0;12
Samuel Calderon;2;1;0.0;0
Kees Brienen;2;1;0.0;0
Carlos Junior;2;1;4.0;4
Graeme Duane;2;3;0.0;0
Karl Ritter;2;17;2.2;38
Gianni Barcelloni;2;1;0.0;0
Hamilton Wright;2;2;0.0;0
Masahiro Kasai;2;3;2.0;6
Michael Wysmierski;2;1;0.0;0
David Karlak;2;2;0.0;0
Giorgos Zois;2;3;0.0;0
Carlo Ventura;2;1;0.0;0
Wallace Grissell;2;7;2.3;16
François Caillat;2;2;0.0;0
Stuart Clarke;2;1;0.0;0
Robin Newell;2;1;0.0;0
Kim Brand;2;1;0.0;0
Tadeo Garcia;2;1;0.0;0
Paul Vlad Cristian;2;1;0.0;0
Thomas Carlé;2;1;0.0;0
عمر عبدالعزيز;2;1;0.0;0
Il-seon Eo;2;1;0.0;0
Ning Jing-Wu;2;1;0.0;0
السيد راضي;2;1;0.0;0
Giuseppe Bonito;2;1;0.0;0
منال الصيفي;2;1;0.0;0
James Whitmore Jr.;2.0;2;1.0;2
Morgan White;2;2;0.0;0
Vincenzo Pirozzi;2;1;0.0;0
Yoshihiro Kawasaki;2;3;0.7;2
Bruno Andrade;2;1;0.0;0
José Oliveira;2;2;0.0;0
Brian Henry Martin;2;1;0.0;0
محمد الشناوي;2;1;0.0;0
Viktor Ivchenko;2;5;0.0;0
Ron Farrar Brown;2;2;0.0;0
Grigori Torchinsky;2;1;0.0;0
Walbercy Ribas;2;2;0.0;0
Craig Hamann;2.0;1;0.0;0
Alberto Gracia;2;1;0.0;0
أسامة فوزي;2;1;0.0;0
Stephen Lennhoff;2;1;0.0;0
Graham McLaren;2;1;0.0;0
You Sang-Hun;2;1;0.0;0
Luk Wyns;2;2;2.0;4
Kwame Amoaku;2;1;0.0;0
Bradley Dorsey;2.0;2;1.0;2
Nicole Torre;2;1;0.0;0
Kevin K. Shah;2;3;0.7;2
Nicholas Eliopoulos;2;1;0.0;0
Jordan Blady;2;1;0.0;0
Tsutomu Iida;2;1;0.0;0
Michael Langan;2;4;0.0;0
Khoa Lê;2;2;0.0;0
Kirk Caouette;2;1;0.0;0
Mandeep Benipal;2;1;0.0;0
David Field;2;2;0.0;0
سارة كريم;2;1;0.0;0
Alastair Cook;2;1;0.0;0
Dev Varma;2;1;0.0;0
سيد عيسوي;2;1;0.0;0
Jorge Cramez;2;2;0.0;0
Francesco Raganato;2;1;0.0;0
Jean-Claude Rousseau;2.0;21;0.0;0
Александр Малинин;2;1;0.0;0
Xu Xin;2;3;0.0;0
Игорь Майборода;2;1;0.0;0
Sergei Miroshnichenko;2;6;0.0;0
Nicanor Loreti;2;4;1.5;6
Álvaro Aponte Centeno;2.0;4;1.0;4
Bill Hutton;2;1;0.0;0
Ain Mäeots;2;2;0.0;0
Adrian Pasdar;2.0;1;0.0;0
Sergio G. Sánchez;2;2;0.0;0
Kianoush Ayari;2;5;0.0;0
Maarten Schmidt;2;2;0.0;0
Adel Yaraghi;2;3;1.3;4
Delphine Hallis;2;1;0.0;0
Pier Belloni;2;1;0.0;0
Andre Odendaal;2;3;0.0;0
Kirsten Lepore;2;5;0.0;0
سعيد أبو السعد;2;1;0.0;0
James Nunn;2;3;2.0;6
كمال ياسين;2;1;0.0;0
Mataichirô Yamamoto;2;1;0.0;0
Ryota Sakamaki;2;2;0.0;0
Andy Gillies;2;1;0.0;0
Gero Weinreuter;2;2;0.0;0
Ben Howling;2;2;0.0;0
Thierry Falcoz;2;1;0.0;0
Levi Abrino;2;1;0.0;0
Rogério Sganzerla;2.0;16;0.8;12
Bobbi Jo Hart;2;2;0.0;0
William K Gerardi;2;2;1.0;2
João Rui Guerra da Mata;2;1;0.0;0
Hans Thimig;2;8;2.1;17
Peter Lehner;2;2;0.0;0
Reis Çelik;2;4;1.0;4
Alain Deymier;2;2;0.0;0
Sammaria Simanjuntak;2;2;0.0;0
Ronald Matthes;2;2;0.0;0
Chittajalu Pullayya;2;1;0.0;0
Igor Talpa;2;1;0.0;0
Luke Korem;2;2;0.0;0
Danielle L. Ross;2;1;0.0;0
Julian Huxley;2;1;0.0;0
Vladimir Braun;2.0;4;0.0;0
Julián Pastor;2.0;13;0.8;10
Raúl Busteros;2;2;0.0;0
Patricia Benoit;2;1;0.0;0
George Isaac;2;1;0.0;0
Christopher Stollery;2;1;0.0;0
Gabriel Lichtman;2.0;2;0.0;0
Henry Short;2;4;0.0;0
Sergio Wolf;2;3;0.0;0
Joe Klimkiw;2;1;0.0;0
Nidhi Sharma;2;1;0.0;0
عثمان أبو لبن;2;1;0.0;0
محمد حمدي;2;1;0.0;0
Alain Bonnot;2;4;0.0;0
منير راضي;2;1;0.0;0
George Bogdanich;2;1;0.0;0
رأفت الميهي;2;1;0.0;0
Constantina Voulgaris;2;1;0.0;0
Michael A. Calace;2;1;0.0;0
Richard Butchins;2;2;0.0;0
Eric Cochran;2;1;0.0;0
Scott Grenke;2;1;0.0;0
Johan Bernard;2;1;0.0;0
Barbara Miller;2;1;0.0;0
سعيد حامد;2;1;0.0;0
Qimin Wang;2;1;0.0;0
محمد سالم;2;1;0.0;0
Kevin L. Johnson;2.0;1;0.0;0
Essay Liu;2;1;0.0;0
Mark Jeremias;2;1;0.0;0
Fouad El-Mohandes;2;1;0.0;0
Nate Taylor;2;1;0.0;0
Catalina Vergara;2;1;0.0;0
Eric Radomski;2.0;2;0.0;0
كاظم القلاف;2;1;0.0;0
جلال الشرقاوي;2;1;0.0;0
Nina Stenros;2;2;1.5;3
Michael Bouson;2;1;0.0;0
Nico D'Alessandria;2;2;0.0;0
Alessandro Tesei;2;1;0.0;0
Sanjay Jadhav;2.0;1;0.0;0
Aydemir Akbaş;2;1;0.0;0
Herbert Moulton;2.0;5;0.4;2
Filippo Vendemmiati;2;3;0.0;0
Robert C. Treveiler;2.0;1;0.0;0
Joris van de Berg;2;1;0.0;0
Maria Raduan;2;1;0.0;0
Aurélien Vernhes-Lermusiaux;2;7;0.3;2
Lucy Raven;2;2;0.0;0
Robin Hirsch;2;1;0.0;0
رشيد بن حاج;2;1;0.0;0
Paul La Blanc;2;2;0.0;0
نبيل شمس;2;1;0.0;0
تحسين قوادري;2;1;0.0;0
M.S. Sathyu;2.0;2;0.0;0
Quin Davis;2;1;0.0;0
Eugênio Puppo ;2.0;4;0.0;0
Jesse Spencer;2;1;0.0;0
Sadao Funatoko;2;1;0.0;0
Sivaroj Kongsakul;2;3;0.0;0
Serkan Koç;2;1;0.0;0
محمد سلمان;2;1;0.0;0
سمير الغصيني;2;2;0.0;0
300ml;2;2;2.0;4
Tina Flintoff;2;1;0.0;0
Fernando Lavanderos Montero;2;3;0.0;0
Anthony Marciano;2;2;1.0;2
Hilton Edwards;2;1;0.0;0
Nasreen Munni Kabir;2;2;0.0;0
Edward Radtke;2;1;0.0;0
Oren Adaf;2;1;0.0;0
Anders Hazelius;2;2;0.0;0
Cesar Oiticica Filho;2;1;0.0;0
Findo Purwono HW;2;3;0.0;0
Al Boasberg;2;3;0.0;0
Bob Waldman;2;1;0.0;0
Lynn Lee;2;2;0.0;0
João Figueiras;2;2;0.0;0
Dan M. Kinem;2;1;0.0;0
Akram Zaatari;2;7;0.0;0
Park Sun-Uk;2;3;0.0;0
Rashid Sibir;2;5;1.2;6
Nelofer Pazira;2;1;2.0;2
J.H. Martin;2;3;0.0;0
Joan Soler;2;5;0.0;0
Antoinette Jadaone;2;6;0.7;4
Svend Gade;2;2;0.0;0
Dave Walker;2;2;0.0;0
Hideo Nishimaki;2;1;0.0;0
Jenni Toivoniemi;2;3;0.0;0
Lotta-Kaisa Riistakoski;2;1;0.0;0
Marinella Ruusunen;2;1;0.0;0
Laura Hyppönen;2;1;0.0;0
Leevi Lemmetty;2;3;0.0;0
Sirja Eskelinen;2;1;0.0;0
Mikko Myllylahti;2;2;0.0;0
Fabrice Sebille;2;1;0.0;0
Nathan Nicholovitch;2;2;0.0;0
Lajos Nagy;2;1;0.0;0
Katarzyna Klimkiewicz;2;1;0.0;0
Helmuth Lohner;2.0;2;3.0;6
Jorge A. Estrada;2;1;0.0;0
Marcos Aurélio Araújo;2;1;0.0;0
Bobbito Garcia;2;2;0.0;0
Antonina Kudryavtseva;2;1;0.0;0
Jason Wise;2;2;0.0;0
Cláudio MacDowell;2;4;0.0;0
Bernard Gourley;2;1;0.0;0
Pa-oon Chantornsiri;2;1;0.0;0
Claude Giffel;2;1;0.0;0
Ruben Preuss;2.0;8;0.2;2
Claudia Prietzel;2;7;0.6;4
Wilhelm Prager;2;1;0.0;0
Jaroslav Siakel;2;1;0.0;0
Arthur von Gerlach;2;2;1.0;2
Nelo Cosimi;2;2;0.0;0
José A. Ferreyra;2;5;0.6;3
Phillip Pine;2.0;1;0.0;0
Nicolas Deveaux;2;2;0.0;0
Rudolph Cusumano;2;2;1.0;2
Branden Chambers;2;1;0.0;0
Lawrence David Foldes;2;1;0.0;0
Louise Hogarth;2;2;0.0;0
John J. Manning;2;1;0.0;0
Boris Deutsch;2;1;0.0;0
J.A. Howe;2;11;2.4;26
Félix Joaquín Rodríguez;2;1;0.0;0
Pedro Sienna;2.0;1;0.0;0
Matt Reynolds;2;4;0.0;0
Abas Mizra Sharifzadeh;2;2;0.0;0
Ernst Laemmle;2;3;1.0;3
Nicholas Kaufmann;2;1;0.0;0
Daric Loo;2;1;0.0;0
Alvin Knechtel;2;1;0.0;0
Cristiano Burlan;2;9;1.2;11
Wilfred Noy;2;4;0.0;0
Frank O'Connor;2;4;0.0;0
Dallas M. Fitzgerald;2;4;0.5;2
Slim Summerville;2.0;3;0.0;0
Elmer Myers;2;1;0.0;0
Ben Harrison;2;8;0.2;2
Noriko Takao;2;1;2.0;2
Spyros Melaris;2;1;0.0;0
Amy Sewell;1.0;1;0.0;0
Alejandro Ezcurdia;2;1;0.0;0
Derrick Knight;2;5;0.0;0
Marc Levitz;2;1;0.0;0
Filip Maciejewicz;2;3;1.3;4
Alexander Yellen;2.0;2;0.0;0
Brad Schaffer;2;1;0.0;0
Jesper Eriksson;2;1;0.0;0
Jeff Robison;2;1;0.0;0
Stephen Reynolds;2.0;4;0.0;0
Simerjit Singh;2;3;0.7;2
Lenin Rajendran;2.0;8;1.0;8
Edwin Baily;2;3;0.0;0
Randy D. Rosario;2;1;0.0;0
Sumio Ohmori;2;2;0.0;0
Shawney Cohen;2;2;0.0;0
Kanenari Tokiwa;2;1;0.0;0
Tate Bunker;2;2;1.0;2
Belmin Söylemez;2;1;0.0;0
Joel Allen Schroeder;2;1;0.0;0
Kareem El-Adl;2.0;2;0.0;0
Henri Fescourt;2;5;0.4;2
Leander De Cordova;2;2;0.0;0
Laurent Pouvaret;2;2;0.0;0
Claude Barras;2.0;2;0.0;0
Bosco Ng;2;3;2.7;8
Sylvain Vincendeau;2;2;0.0;0
Jean-Luc Gréco;2;1;0.0;0
Juliette Loubières;2;2;0.0;0
Benoît Razy;2;1;0.0;0
Jean-Loup Felicioli;2.0;1;0.0;0
Danny de Vent;2;1;0.0;0
Marceline Loridan-Ivens;2;1;0.0;0
Jadwiga Kowalska;2;2;0.0;0
Gili Dolev;2;1;0.0;0
Leo Vega;2.0;1;0.0;0
Daisuke Tengan;2.0;5;0.0;0
Eric Bresler;2;1;0.0;0
Jackie Mow;2;2;0.0;0
Ayan Mukherjee;2;1;0.0;0
Thomas Bahmann;2.0;2;0.0;0
Jovan Arsenic;2;1;0.0;0
Traci Paige Johnson;1.0;2;1.0;2
Roger Stigliano;2;1;0.0;0
Will Ehbrecht;2;1;0.0;0
Stefan Henszelman;2;1;0.0;0
John Candy;2.0;1;0.0;0
Kirk Henderson;2;3;0.0;0
Christopher Alan Broadstone;2;1;0.0;0
Michael Strode;2;1;0.0;0
Madan Mohla;2;1;0.0;0
Jack Scholl;2.0;6;0.0;0
Graham Meriwether;2;1;0.0;0
Anthony Korner;2;1;0.0;0
Charles F. Schwep;2;1;2.0;2
Vanja D'Alcantara;2;2;0.0;0
Jimmy Smallhorne;2;1;0.0;0
Paul Willis;2.0;1;0.0;0
Jacques Sarasin;2;3;0.0;0
Biju Viswanath;2;2;0.0;0
Rupert Williams;2;1;0.0;0
Henry Barrial;2;3;0.0;0
Sebastian Cordes;2;2;0.0;0
Jim Libiran;2.0;2;0.0;0
Macdara Vallely;2;1;0.0;0
Dore Schary;2;2;0.0;0
Craig Detweiler;2;1;0.0;0
Peter Welz;2;5;0.4;2
Justin D. Hilliard;2;1;0.0;0
Peter Sanders;2;2;0.0;0
Vladimír Kabelík;2;1;0.0;0
Michael Kantor;2;3;0.0;0
Samy Szlingerbaum;2;1;0.0;0
Yuval Mendelson;2;1;0.0;0
Bill Brummel;2;1;0.0;0
Marc Halberstadt;2;1;0.0;0
Curt Fissel;2;1;0.0;0
Mehreen Jabbar;2;2;0.0;0
Patrick Tauss;2;1;0.0;0
Allen Stuart;2;1;0.0;0
Michael Phillip Edwards;2;1;0.0;0
Charles R. Seeling;2;7;1.7;12
Emanuel Rotstein;2;2;0.0;0
Stephen Irwin;2;3;0.0;0
Alan Rosenthal;2;1;0.0;0
Ofer Inov;2;1;0.0;0
Kiyotaka Taguchi;2;4;0.0;0
JONATHAN PAZ;2;1;0.0;0
Eran Barak;2;1;0.0;0
George Gedeon;2;1;0.0;0
Ted Petok;2;2;0.0;0
Eliav Lilti;2;2;0.0;0
Rafael Vara;2;3;0.0;0
Michael Mills;2;4;0.0;0
Mehrnaz Saeed-Vafa;2;2;0.0;0
Paula Gladstone;2;1;0.0;0
Chico Pereira;2;2;0.0;0
Oren Shai;2;4;0.5;2
Jeremy Newberger;2.0;2;1.0;2
Lane Slate;2;2;1.0;2
Tony Sebastian Ukpo;2;2;0.0;0
Andrew Kightlinger;2;3;0.0;0
Brandy Yuen;2;2;0.0;0
Justin Ho;2;1;0.0;0
Sofya Skya;1.0;1;0.0;0
Manuel Pureza;2;1;0.0;0
Hiromasa Hirosue;2;4;0.0;0
Ping Wang;2;2;0.0;0
Izumi Takahashi;2;2;0.0;0
V. Nagaraj;2;4;0.5;2
Min Clough;2;2;1.0;2
David Turnley;2;1;0.0;0
Brian Woods;2;1;0.0;0
Dilip Ghosh;2;1;0.0;0
Gilda de Abreu;2;2;0.0;0
Fumihiko Kato;2.0;5;0.4;2
Brandon Ho;2;1;0.0;0
Dan Handley;2;1;0.0;0
Jane Gillooly;2;3;0.0;0
Robert Trachtenberg;2;6;1.0;6
Sergio Castro;2.0;1;0.0;0
Jim Huggins;2;1;0.0;0
Theo Papadoulakis;2;1;0.0;0
John Paskievich;2.0;1;0.0;0
Christian Manzi;2;1;2.0;2
Alberto Aranda;2;1;0.0;0
Gabi Ochoa;2;1;0.0;0
Rodrigo Sorogoyen;2;4;1.5;6
Jeff Von Ward;2;1;0.0;0
Chen Hung-Lieh;2;1;0.0;0
Jürgen Goslar;2;12;0.5;6
Cezil Reed;2;1;0.0;0
Jorge Tereso;2;1;0.0;0
K. Sundaram;2;1;0.0;0
Maria Helene Bertino;2;1;0.0;0
Diego Mondaca;2;1;0.0;0
Grégoire Colin;2.0;1;0.0;0
Luis Calvo Ramos;2;1;0.0;0
Dionisio Pérez;2;1;0.0;0
David Alonso;2;2;0.0;0
Louise Carré;2;2;0.0;0
Jean-Pierre Rawson;2;2;0.0;0
Edson Oda;2;2;0.0;0
Armando Vieira Pinto;2;1;0.0;0
Scott R. Thompson;2;1;0.0;0
Daniele Carnacina;2;1;0.0;0
Florence Strauss;2;1;0.0;0
Marie-France Pisier;1.0;2;0.0;0
Kim Choon-Sik;2;1;0.0;0
Martin Cognito;2;2;2.0;4
François Morel;2.0;2;0.0;0
Pierre Grange;2;1;0.0;0
Eino Ruutsalo;2;3;0.0;0
Michael H. Shamberg;2;1;0.0;0
Marc Mckee;2;1;0.0;0
Chris Burdick;2;1;0.0;0
Jirô Matsubara;2;4;0.0;0
Yukihiko Shimamura;2;1;0.0;0
Thomas Atkins;2.0;3;0.0;0
Sabrina Farji;1.0;2;0.0;0
Kyôko Aizome;2;2;1.0;2
Erik Kristopher Myers;2;1;0.0;0
Marielle Nitoslawska;2;1;0.0;0
Tim Heidecker;2.0;7;1.1;8
Eva López Sánchez;2;3;0.7;2
Dave Ohlson;2;1;0.0;0
Joe Cozza;2;1;0.0;0
Oniroku Dan;2;1;0.0;0
Janice Engel;2;1;0.0;0
Hak Pak;2;1;0.0;0
Jabbar Patel;2;5;0.4;2
Scott Williams;2.0;1;0.0;0
Johanna Lee;2;1;0.0;0
Bénédicte Pagnot;2;1;0.0;0
Elisabeth Leuvrey;2;1;0.0;0
Viviane Candas;2;3;0.7;2
Christian Merlhiot;2;1;0.0;0
Weng Shouming;2;1;0.0;0
Matt Dworzanczyk;2;1;0.0;0
Bertha Gaztelumendi;2;1;0.0;0
Peter Hoffmann;2;1;0.0;0
Ruben Alves;2;1;0.0;0
László Moholy-Nagy;2.0;9;0.0;0
Daniel Stefanello;2;1;0.0;0
Iwan Mosschuchin;2.0;1;0.0;0
Hugh Fay;2;1;0.0;0
Taneli Mustonen;2;5;1.2;6
Udo Prinsen;2;2;0.0;0
Tracie Holder;2;1;0.0;0
Lena von Döhren;2;2;0.0;0
Simon Glass;2;2;0.0;0
Philip Vallentin;2;1;0.0;0
Eyal Bores;2;1;0.0;0
Jake Lushington;2;1;0.0;0
Chaim Halachmi;2;2;0.0;0
CHEN SHELACH;2;1;0.0;0
Tochika;2;2;0.0;0
ANER PREMINGER;2;2;0.0;0
ELIRAN ELYA;2;1;0.0;0
Jeff L. Lieberman;2.0;2;0.0;0
EDUARDO PIÑERO;2;1;0.0;0
Marco del Fiol;2;3;0.0;0
Amardeep Kaleka;2;1;0.0;0
GABRIEL OHAYON;2;1;0.0;0
SHELLEY HERMON;2;1;0.0;0
Jean-Robert Viallet;2;2;0.0;0
Lars Pedersen;2;1;0.0;0
Arthur Ginsberg;2.0;3;0.0;0
Eric Laurent;2;1;0.0;0
Adam Rezek;2;1;0.0;0
Tony Garnett;2.0;2;1.0;2
Matthew Garrett;2;2;0.0;0
David Thomas;2.0;3;0.0;0
Andrew Snell;2;1;0.0;0
Daniel Denick;2;1;0.0;0
Fred Tan;2;3;0.0;0
Mathieu Berthon;2;2;0.0;0
Kim Yu Sam;2;2;0.0;0
José Antonio Navarro;2;1;2.0;2
John Torres;2;7;0.0;0
Ran Tal;2;1;0.0;0
Svetoslav Stoyanov;2;1;0.0;0
Norman Chan Hok-Yan;2;6;0.3;2
Ricard Reguant;2.0;1;0.0;0
Daniel Castro;2.0;1;0.0;0
Henry Otto;2.0;1;0.0;0
Enrique Queirolo;2;1;0.0;0
Rich Celenza;2;1;0.0;0
Torbjörn Axelman;2;4;1.5;6
Del Frazier;2;2;0.0;0
Eddie Cline;2;1;0.0;0
Colin Scully;2;1;0.0;0
René Bussy;2;1;0.0;0
Max de Rieux;2;1;0.0;0
Bob Hill;2;1;0.0;0
Theodor Kotulla;2.0;7;0.3;2
Chris Arnold;2;1;0.0;0
Michiel Rummens;2;1;2.0;2
Michael Fallavollita;2.0;1;0.0;0
Giovanni Giommi;2;1;0.0;0
Pino Ammendola;2;1;0.0;0
Robert L. Lippert;2.0;1;0.0;0
Jamey Durham;2;1;0.0;0
Jozef K. Richards;2;2;0.0;0
Ryan Perez;2;1;0.0;0
Dustin Morrow;2;1;0.0;0
Charles F. Cirgenski;2;1;0.0;0
Vito Cea;2;2;2.0;4
Clyde Jones;2.0;1;0.0;0
Brian McElhaney;2.0;1;0.0;0
Yang Hsi-ching;2;1;0.0;0
Antoine Douchet;2;2;0.0;0
Leefire;2;1;0.0;0
Boramy Tioulong;2;1;0.0;0
Joseph Wallace;2;1;0.0;0
Michael Carrera;2;1;0.0;0
Juan Manuel Chumilla-Carbajosa;2;2;0.0;0
Sam Macaroni;2;16;0.1;2
Gautam Anil Nagrath;2;2;0.0;0
Kannan Iyer;2;1;0.0;0
Manane Rodríguez;2;5;0.4;2
Martin Samper;2;1;0.0;0
Tom Hayes;2;2;0.0;0
Yong-man Kim;2;1;0.0;0
Wolf Vogel;2;1;0.0;0
Peter Clifton;2;1;0.0;0
Michelle Latimer;2;2;0.0;0
Michael Matzur;2;1;0.0;0
Ilya Naishuller;2;3;0.7;2
Ron Oda;2;1;0.0;0
Jung-mo Kang;2;1;0.0;0
Aleksandr Lemberg;2;1;0.0;0
Chun-sik Kim;2;1;0.0;0
Gong Yan;2;2;0.0;0
Wang Chung;2;2;2.0;4
Owen Tooth;2;2;0.0;0
Juantxo Grafulla;2;1;0.0;0
Clifford Choi;2;6;0.3;2
King Hoi-Lam;2;2;0.0;0
Emily Kwok;2;1;0.0;0
Akinori Matsuo;2;5;0.0;0
Ulrich Stark;2;12;1.2;14
Ernesto del Río;2;2;0.0;0
Margarida Cordeiro;2;3;0.0;0
Chloé Robichaud;2;3;0.7;2
Diego Quemada-Díez;2;2;0.0;0
Eduardo Tartaglia;2;1;0.0;0
Alessandro Gassman;2.0;2;0.0;0
Valeria Golino;1.0;2;1.0;2
Jenny Brown;2;1;0.0;0
Jeremi Mattern;2;1;0.0;0
Gam Bing-Hing;2;1;0.0;0
Angela Chan;2;3;0.7;2
Nima Sarvestani;2;3;0.0;0
Hsin Chi;2;1;0.0;0
Philipp Hartmann;2.0;2;0.0;0
Philippe Rouy;2;1;0.0;0
Rasmus Gerlach;2;1;0.0;0
Jorge Naranjo;2;5;0.0;0
Timo Schierhorn;2;1;0.0;0
Timothy Woodward Jr.;2;10;2.2;22
Takeshi Kawamura;2;1;0.0;0
Ippei Suzuki;2;1;0.0;0
david piel;2;1;0.0;0
Dick Carter;2;1;0.0;0
Monty Tiwa;2;12;1.4;17
Kumiko Kato;2;1;0.0;0
Franco Fracassi;2;1;0.0;0
Wu Chia-Hsiang;2;6;1.3;8
Mitsuo Murayama;2.0;7;1.7;12
Manimaran;2;2;0.0;0
Jeanne Abel;2;1;0.0;0
Donato Ursitti;2;1;0.0;0
Riaan Hendricks;2;1;0.0;0
Enrico Clerico Nasino;2;1;2.0;2
Amie Williams;2;2;0.0;0
Robinson Stévenin;2.0;1;2.0;2
Adele Horne;2;2;0.0;0
Kevin Alexander Boon;2;2;0.0;0
Deni Cavalcanti;2;3;0.7;2
Eli Dorsey;2;1;0.0;0
Carl Junghans;2;4;0.0;0
Caroline Neal;2;1;0.0;0
Svatopluk Innemann;2;11;1.0;11
Lau Lauritzen Sr.;2;7;1.7;12
Kao Li;2;8;1.8;14
Wei Guo;2;1;0.0;0
Wu Jia-Xiang;2;4;1.0;4
Catlin Adams;2;2;0.0;0
Hsu Kuo;2;1;0.0;0
Yip Wing-Cho;2;1;0.0;0
Li Chia;2;3;0.0;0
Hanan Abdalla;2;1;0.0;0
Dennis Ledergerber;2;1;0.0;0
Ricardo Maldonado;2;2;1.0;2
Gary Lang;2;1;0.0;0
Carlo Fusco;2;2;0.0;0
Emilie Deleuze;2;4;0.8;3
Diego Febbraro;2;1;0.0;0
Andreas Nickel;2;2;1.0;2
Jamie Scabbert;2;1;0.0;0
Corso Salani;2.0;1;0.0;0
Klaus Maeck;2.0;2;0.0;0
Laura Dern;1.0;1;0.0;0
Michael Idemoto;2;1;0.0;0
Dave O'Brien;2;10;2.3;23
Ben Popik;2;1;0.0;0
Jack Storey;2;1;0.0;0
Juan Cardarelli;2;1;0.0;0
Wash Westmoreland;2;2;0.0;0
Naoki Segi;2;3;0.0;0
Chris Roe;2;1;0.0;0
Ugo Ugbor;2;6;0.7;4
Pedro Carlos Rovai;2.0;7;0.6;4
Sady Baby;2;5;2.0;10
Gastón Vizcarra;2.0;1;0.0;0
Guy Smallman;2;1;0.0;0
Frank Gutermuth;2;1;0.0;0
Celia Rowlson-Hall;2;8;0.0;0
Françoise Charpiat;2;1;0.0;0
Ernesto Ona;2;1;0.0;0
Ng Wui;2.0;11;1.4;15
Adolfo Quinones;2;1;0.0;0
Mike Burns;2;1;0.0;0
Massimo Guglielmi;2;1;0.0;0
François Garcia;2;1;0.0;0
Ibrahim Yilla;2.0;1;0.0;0
Mun Yiu-Wa;2;2;0.0;0
Wong Chung;2.0;5;0.6;3
Yang Chuan;2;3;0.0;0
So Jing-Man;2;1;0.0;0
Vlastimil Peška;2;1;0.0;0
Þór Ómar Jónsson;2;1;0.0;0
Ingó Ingólfsson;2;1;0.0;0
J.T. Gurzi;2;1;0.0;0
Cris Macht;2;2;0.0;0
Susan Stryker;2;1;0.0;0
Michael Dechant Jr.;2;1;0.0;0
Braz Chediak;2;10;1.7;17
Dick Barrymore;2;2;0.0;0
Srinath Rajendran;2;2;1.0;2
Yves Matthey;2.0;1;0.0;0
Frank Clarke;2.0;1;0.0;0
Fernando Huertas;2;2;0.0;0
Jean-Claude Janer;2;2;0.0;0
Hiroyuki Kato;2.0;3;2.3;7
Dominique Choisy;2;2;2.0;4
Paul Wright;2;2;0.0;0
Kristín Pálsdóttir;2;1;2.0;2
Carlos Alberto Prates Correia;2;6;0.7;4
Katsuya Watanabe;2;13;1.2;15
Gian Paolo Callegari;2;7;1.7;12
Felipe Sholl;2;2;0.0;0
Julien Eger;2;1;0.0;0
Leon Chooluck;2.0;1;0.0;0
Lina Shanklin;1.0;1;0.0;0
Toshihiro Iijima;2;1;0.0;0
Eric Sherman;2;1;0.0;0
Prince Bagdasarian;2;1;0.0;0
Vincent Vittorio;2.0;2;0.0;0
Felipe David Rodrigues;2;1;0.0;0
Gustavo Spolidoro;2;9;0.2;2
Neal Burns;2;1;0.0;0
Walter Graham;2;3;0.0;0
Shasta Grenier;2;1;0.0;0
Miguel Ángel Sánchez;2;1;0.0;0
Carlos Dueñas;2;1;0.0;0
Ramón Obón;2;2;0.0;0
José María Goenaga;2;2;0.0;0
Viv Albertine;2;2;0.0;0
Tinieblas González;2;3;0.0;0
Gus Edwards;2;1;0.0;0
Martin Jones;2;1;3.0;3
Peter Lydon;2;3;0.0;0
Fernando Frias;2;1;0.0;0
Rodrigo Marín;2;2;0.0;0
Satoshi Morota;2;5;0.0;0
Helmut Förnbacher;2;9;0.8;7
Mika Mattalia;2;1;0.0;0
Shojiro Nakazawa;2;10;2.0;20
Ashok Prasad;2;1;0.0;0
Andrew Moir;2;2;0.0;0
Toni Enström;2;1;0.0;0
Päivi Hirsiaho;2;1;0.0;0
Juha Mäki-Jussila;2;1;0.0;0
Sampo Rask;2;1;0.0;0
Riikka Martin;2;1;0.0;0
Maria Björklund;2;1;0.0;0
Ilja Karsikas;2;1;0.0;0
Emmi Heimonen;2;1;0.0;0
Heta Jokinen;2;1;0.0;0
Jaideep Varma;2;1;0.0;0
Randy Greif;2;1;0.0;0
Atul Sabharwal;2;1;0.0;0
Iglika Triffonova;2;3;0.7;2
Mary Pickford;1.0;1;0.0;0
Colin Still;2;1;0.0;0
Hali Lee;2;1;0.0;0
Yuri Zhelyabuzhsky;2;2;0.0;0
Michael Dorian;2;1;0.0;0
Bill Tytla;2.0;26;0.2;4
Thomas Reutter;2;1;0.0;0
Leopoldo Fregoli;2;1;0.0;0
John Das;2;3;0.7;2
Joan C. Gratz;2;6;0.0;0
Pedro Caldas;2;1;0.0;0
Kevin Epps;2;1;0.0;0
William J. Eggleston;2;1;0.0;0
Ronald Nameth;2;1;0.0;0
Richard Bohringer;2.0;1;0.0;0
Yoshiki Onoda;2;6;1.3;8
Ken Rodgers;2;2;0.0;0
Martin Thibaudeau;2;1;0.0;0
David Bezmozgis;2.0;2;0.0;0
Jeff Chang;2;1;0.0;0
Tsunekichi Shibata;2;3;0.0;0
Henry Herbert;2.0;2;0.0;0
Fred W. Friendly;2;1;0.0;0
