title;imdb_rating;viewing_date;personal_rating;children;tmdb_id;original_language;vote_count;vote_average;release_date;original_title;budget;revenue;runtime;imdb_id;production_country;production_countries_number;production_company;production_companies_number;genre;genre_number;director;director_number;producer;producer_number;actor_number
Seconds;0;15/12/2011;3;none;334185;ml;2;4;2014-12-05;സെക്കൻഡ്;0;0;105;tt4541266;India;1;Achoos International;1;Mystery;2;Aneesh Upasana;1;none;0;13
The fighter;0;15/12/2011;4;none;45317;en;1376;7.2;2010-12-17;The Fighter;25000000;93617009;116;tt0964517;United States of America;1;Paramount Pictures;1;Drama;1;David O. Russell;1;Dorothy Aufiero;6;72
Journey at the center of the earth;0;15/12/2011;3;none
Grey gardens;7,7;02/09/2015;2;none;19851;en;30;6.5;2009-04-18;Grey Gardens;12000000;0;104;tt0758751;United States of America;1;Et Cetera Films;4;Drama;3;Michael Sucsy;1;none;0;27
Ghostbusters;0;15/12/2011;1;none;43074;en;1900;5.3;2016-07-14;Ghostbusters;144000000;229147509;116;tt1289401;United States of America;1;Columbia Pictures;7;Action;3;Paul Feig;1;Ivan Reitman;2;75
8 Femmes;0;15/12/2011;3;none;1958;fr;173;6.9;2002-01-08;8 femmes;8000000;0;111;tt0283832;France;2;France 2 Cinéma;6;Comedy;5;François Ozon;1;none;0;9
Bring me the head of Alfredo Garcia;0;15/12/2011;2;none;11942;en;84;7;1974-08-14;Bring Me the Head of Alfredo Garcia;1500000;0;112;tt0071249;Mexico;2;Estudios Churubusco Azteca S.A.;2;Action;5;Sam Peckinpah;1;Martin Baum;1;12
Before the devil knows you're dead;0;15/12/2011;0;none;7972;en;312;6.9;2007-09-26;Before the Devil Knows You're Dead;18000000;25005257;117;tt0292963;United States of America;1;Capitol Films;5;Crime;3;Sidney Lumet;1;Michael Cerenzie;6;16
La rencontre;0;15/12/2011;1;none;253268;fr;0;0;1996-09-07;La rencontre;0;0;75;tt0117465;none;0;none;0;none;0;Alain Cavalier;1;none;0;0
Son of the bride;0;15/12/2011;1;none;22616;en;4;5.3;1991-01-01;Night of the Day of the Dawn of the Son of the Bride of the Return of the Terror ;0;0;96;tt0230575;United States of America;1;Jiveass Video;1;none;0;James Riffel;1;none;0;0
Le fils;0;15/12/2011;4;none;35172;fr;27;6.3;2002-05-23;Le fils;0;0;103;tt0291172;Belgium;2;Les Films Du Fleuve;3;Mystery;2;Jean-Pierre Dardenne;2;none;0;4
Marie Antoinette;0;15/12/2011;1;none;1887;en;559;6.5;2006-05-24;Marie Antoinette;40000000;60474340;123;tt0422720;France;3;American Zoetrope;6;Drama;2;Sofia Coppola;1;Sofia Coppola;3;22
The Offence;0;15/12/2011;3;none;32615;en;33;7;1973-01-11;The Offence;0;0;112;tt0070468;United Kingdom;2;Tantallon;1;Drama;2;Sidney Lumet;1;Denis O'Dell;1;8
One, Two, Three;0;15/12/2011;2;none;430;en;58;7.5;1961-12-15;One, Two, Three;3000000;4000000;115;tt0055256;United States of America;1;The Mirisch Corporation;1;Comedy;2;Billy Wilder;1;Billy Wilder;3;32
The descent;0;15/12/2011;2;E;9392;en;911;6.8;2005-07-08;The Descent;0;0;99;tt0435625;United Kingdom;1;Celador Films;3;Adventure;2;Neil Marshall;1;Christian Colson;1;10
The counterfeiters;0;15/12/2011;2;none;246777;en;2;7.8;1948-05-28;The Counterfeiters;0;0;73;tt0040250;United States of America;1;Fortune Pictures;1;Action;3;Sam Newfield;1;none;0;12
Winters Bone;0;15/12/2011;2;none;39013;en;524;6.8;2010-06-11;Winter's Bone;2000000;13831503;100;tt1399683;United States of America;1;Anonymous Content;2;Drama;1;Debra Granik;1;none;0;22
War Of The Worlds;0;15/12/2011;3;none;74;en;2014;6.1;2005-06-23;War of the Worlds;132000000;591739379;116;tt0407304;United States of America;1;Paramount Pictures;4;Adventure;3;Steven Spielberg;1;Kathleen Kennedy;2;29
2 days in Paris;0;15/12/2011;2;none;1845;fr;89;6.3;2007-02-09;2 Days in Paris;0;19776159;96;tt0841044;France;2;3L Filmproduktion GmbH;4;Comedy;2;Julie Delpy;1;Christophe Mazodier;3;23
10eme Chambre - instants d'audiences;0;15/12/2011;4;none
A separation;0;15/12/2011;4;none;258675;en;0;0;2014-03-07;Att skiljas;0;0;70;tt3379720;Sweden;1;none;0;Documentary;1;Karin Ekberg;1;David Herdies;1;0
An unforgettable Summer;0;15/12/2011;5;none;81949;ro;6;7.2;1994-05-15;Un été inoubliable;0;65352;82;tt0111546;France;2;Canal Plus;2;Drama;3;Lucian Pintilie;1;Marin Karmitz;2;7
La vie moderne;0;15/12/2011;1;none;8930;fr;4;9.3;2008-10-27;La vie moderne;88;0;88;tt0881310;Switzerland;2;Arte France;3;Documentary;1;Raymond Depardon;1;claudine nougaret;1;4
Faster;0;15/12/2011;1;none;41283;en;525;6.2;2010-11-23;Faster;24000000;23081726;98;tt1433108;United States of America;1;Castle Rock Entertainment;4;Crime;4;George Tillman, Jr.;1;Martin Shafer;4;20
Rescue Dawn;0;15/12/2011;3;none;9952;en;316;6.8;2006-09-09;Rescue Dawn;10000000;7177143;126;tt0462504;United States of America;1;Metro-Goldwyn-Mayer (MGM);1;Adventure;3;Werner Herzog;1;Walter Josten;7;20
Idioterne;0;15/12/2011;3;none;452;da;91;6.6;1998-04-28;Idioterne;2500000;7235;117;tt0154421;Denmark;6;Zentropa Entertainments;2;Drama;2;Lars von Trier;1;Vibeke Windeløv;4;38
Jacob's Ladder;0;15/12/2011;1;none;2291;en;326;7.2;1990-11-02;Jacob's Ladder;25000000;25965144;113;tt0099871;United States of America;1;TriStar Pictures;2;Drama;3;Adrian Lyne;1;Alan Marshall;2;16
Broken Flowers;0;15/12/2011;2;none;308;en;328;6.8;2005-05-17;Broken Flowers;10000000;45742101;105;tt0412019;France;2;Bac Films;3;Comedy;4;Jim Jarmusch;1;Jon Kilik;4;19
La merditude des choses;0;15/12/2011;3;none;33806;en;50;7.3;2009-10-07;De helaasheid der dingen;0;0;108;tt1075110;Belgium;1;menuet;1;Drama;2;Felix Van Groeningen;1;none;0;13
La grande bouffe;0;15/12/2011;4;none;10102;fr;64;6.8;1973-05-16;La Grande bouffe;0;0;135;tt0070130;France;2;Films 66;3;Drama;2;Marco Ferreri;1;Vincent Malle;1;10
Le boucher;0;15/12/2011;2;none;2912;fr;33;7;1970-02-27;Le Boucher;0;0;90;tt0064106;France;1;Euro-International Film;2;Drama;3;Claude Chabrol;1;André Génovès;2;6
Melancholia;0;15/12/2011;4;none;62215;da;802;7;2011-05-26;Melancholia;7400000;21817298;136;tt1527186;Denmark;4;Zentropa Entertainments;19;Drama;2;Lars von Trier;1;Louise Vesth;2;12
Murderer;0;15/12/2011;1;none;1427;en;1029;7.1;2006-09-13;Perfume: The Story of a Murderer;50000000;132180323;147;tt0396171;Spain;3;Davis-Films;7;Crime;3;Tom Tykwer;1;Bernd Eichinger;2;23
Debut;0;15/12/2011;5;none;435838;sv;0;0;2016-01-31;Debut;0;0;;tt4263846;none;0;none;0;none;0;Anette Sidor;1;Veronika Öhnedal;1;2
Crumb;8;27/08/2015;2;none;26564;en;68;7.6;1994-09-10;Crumb;0;3174695;119;tt0109508;United States of America;1;Superior Pictures;1;Documentary;1;Terry Zwigoff;1;Terry Zwigoff;3;6
Nueve Reinas;0;15/12/2011;1;none;18079;es;134;7.3;2000-08-31;Nueve Reinas;1500000;0;114;tt0247586;Argentina;1;Naya Films S.A.;2;Crime;3;Fabián Bielinsky;1;Pablo Bossi;1;17
Odd Man Out;0;15/12/2011;2;none;43461;en;41;7.2;1947-01-30;Odd Man Out;0;0;116;tt0039677;United Kingdom;1;Two Cities Films;1;Drama;2;Carol Reed;1;Carol Reed;1;16
Salo;0;15/12/2011;0;none;85725;en;1;5;2012-01-25;Salo;0;0;70;tt2202531;none;0;none;0;Drama;1;Miko Jacinto;1;none;0;4
Bonnie and Clyde;0;15/12/2011;3;none;475;en;337;7.5;1967-07-18;Bonnie and Clyde;2500000;50700000;111;tt0061418;United States of America;1;Tatira-Hiller Productions;2;Crime;2;Arthur Penn;1;Warren Beatty;1;16
Terminus Paradis;0;15/12/2011;1;none;123707;en;6;8.3;1998-09-09;Terminus Paradis;0;0;99;tt0151479;Italy;3;Cinematográfica Filmex S.A.;2;none;0;Lucian Pintilie;1;Marin Karmitz;1;6
The enigma of Kaspar Hauser;0;15/12/2011;2;none;11710;de;70;7.6;1974-11-01;Jeder für sich und Gott gegen alle;0;0;109;tt0071691;Germany;1;Werner Herzog Filmproduktion;2;Drama;2;Werner Herzog;1;Werner Herzog;1;33
The verdict;0;15/12/2011;2;none;24226;en;119;7.3;1982-12-08;The Verdict;16000000;53977250;129;tt0084855;United States of America;1;Twentieth Century Fox Film Corporation;1;Drama;1;Sidney Lumet;1;David Brown;2;16
The tree of life;0;15/12/2011;2;none;8967;en;898;6.5;2011-05-18;The Tree of Life;32000000;54674226;139;tt0478304;United States of America;1;Fox Searchlight Pictures;3;Drama;2;Terrence Malick;1;Dede Gardner;5;18
Ostern;0;15/12/2011;2;none;383875;de;0;0;1968-04-10;Ostern;0;0;;tt0416095;Germany;1;none;0;Drama;1;Wilm ten Haaf;1;none;0;4
The last tycoon;0;01/10/2011;2;none;37774;en;24;6.2;1976-11-18;The Last Tycoon;0;0;123;tt0074777;United States of America;1;Paramount Pictures;2;Drama;2;Elia Kazan;1;none;0;20
Space Battleship Yamato;0;01/10/2011;2;none;61984;ja;56;6.4;2010-12-01;Space Battleship Yamato;12000000;11212294;131;tt1477109;Japan;1;Tokyo Broadcasting System (TBS);13;Science Fiction;1;Takashi Yamazaki;1;Toshiaki Nakazawa;1;17
Billy Elliot;0;01/10/2011;3;none;71;en;635;7.3;2000-05-18;Billy Elliot;5000000;110000000;110;tt0249462;France;2;BBC Films;6;Drama;3;Stephen Daldry;1;Greg Brenman;6;17
Six String Samurai;0;01/10/2011;1;none;24746;en;32;5.9;1998-09-18;Six-String Samurai;2000000;124494;91;tt0118736;United States of America;1;HSX Films;1;Action;3;Lance Mungia;1;Jeffrey Falcon;3;15
The man from earth;0;01/10/2011;3;none;13363;en;637;7.7;2007-06-10;The Man from Earth;0;0;87;tt0756683;United States of America;1;Falling Sky Entertainment;1;Science Fiction;2;Richard Schenkman;1;Richard Schenkman;2;11
Panic in Needle Park;0;01/10/2011;2;none;27554;en;67;6.6;1971-07-13;The Panic in Needle Park;1645000;0;110;tt0067549;United States of America;1;gadd productions corp.;2;Drama;2;Jerry Schatzberg;1;none;0;11
Timecrimes;0;01/10/2011;3;none;14139;es;277;7;2007-09-20;Los cronocrímenes;2600000;553198;92;tt0480669;Spain;1;Arsénico Producciones;4;Science Fiction;2;Nacho Vigalondo;1;Eduardo Carneros;3;8
Wall Street;0;01/10/2011;1;none;10673;en;500;7;1987-12-10;Wall Street;15000000;43848069;126;tt0094291;United States of America;1;Twentieth Century Fox Film Corporation;1;Crime;2;Oliver Stone;1;Edward R. Pressman;1;95
Winchester 73;0;01/10/2011;3;none;14551;en;67;7.5;1950-07-12;Winchester '73;0;0;92;tt0043137;United States of America;1;Universal International Pictures (UI);1;Western;1;Anthony Mann;1;Aaron Rosenberg;1;49
Brothers;0;01/10/2011;3;none;7445;en;565;6.8;2009-01-27;Brothers;26000000;43318349;104;tt0765010;United States of America;1;Lionsgate;5;Drama;3;Jim Sheridan;1;Michael De Luca;6;22
Haeven;0;01/10/2011;3;none
Trains étroitement surveillés;0;01/10/2011;3;none;789;cs;48;7.3;1966-11-18;Ostře sledované vlaky;0;0;89;tt0060802;Czech Republic;1;Filmové Studio Barrandov;1;Comedy;3;Jiří Menzel;1;Zdenek Oves;1;14
Carnival of Souls;0;01/10/2011;3;none;40341;en;9;3.4;1998-08-21;Carnival of Souls;2000000;0;90;tt0120627;United States of America;1;Trimark Pictures;1;Horror;2;Adam Grossman;1;none;0;23
Un jour sans fin;0;01/10/2011;4;none;137;en;2109;7.4;1993-02-11;Groundhog Day;14600000;70906973;101;tt0107048;United States of America;1;Columbia Pictures;1;Romance;4;Harold Ramis;1;Trevor Albert;2;30
Control;0;01/10/2011;4;none;9636;en;39;6;2004-12-07;Control;6800000;0;98;tt0374584;Aruba;2;Millennium Films;3;Action;2;Tim Hunter;1;Boaz Davidson;2;10
Le ciel est à vous;0;01/10/2011;5;none;110573;fr;2;6.5;1944-02-03;Le ciel est à vous;0;0;105;tt0035737;France;1;Les Films Raoul Ploquin;1;Drama;1;Jean Grémillon;1;Raoul Ploquin;1;10
Perceval le Gallois;0;05/04/2009;5;none;75733;fr;7;5.9;1978-02-07;Perceval le Gallois;0;0;140;tt0078073;France;3;Les Films du Losange;1;Romance;3;Éric Rohmer;1;none;0;11
Little Big Man;0;01/10/2011;3;none;11040;en;112;7.5;1970-12-14;Little Big Man;15000000;31559552;139;tt0065988;United States of America;1;Cinema Center Films;2;Adventure;3;Arthur Penn;1;Stuart Millar;1;22
Party 7;0;01/10/2011;2;none;31140;ja;4;5.4;2000-09-27;Party 7;0;0;104;tt0267817;Japan;1;Tohokushinsha Film;1;Action;3;Katsuhito Ishii;1;none;0;16
The Secret in their Eyes;0;01/10/2011;4;none;25376;es;572;7.8;2009-08-13;El secreto de sus ojos;2000000;33965843;129;tt1305806;Argentina;2;100 Bares;9;Crime;4;Juan José Campanella;1;Juan José Campanella;3;31
The troll hunter;0;01/10/2011;2;none;46146;nb;541;6.7;2010-10-29;Trolljegeren;3500000;4159678;103;tt1740707;Norway;1;Filmkameratene A/S;3;Fantasy;2;André Øvredal;1;Sveinung Golimo;2;7
X-Men first class;0;01/10/2011;2;none;49538;en;4783;7.1;2011-05-24;X-Men: First Class;160000000;353624124;132;tt1270798;United States of America;1;Ingenious Film Partners;9;Action;3;Matthew Vaughn;1;Simon Kinberg;4;41
Le trésort des iles chiennes;0;01/10/2011;1;none
Battle beyond the stars;0;01/08/2011;1;none;14460;en;38;6.1;1980-09-08;Battle Beyond the Stars;2000000;11000000;104;tt0080421;United States of America;1;New World Pictures;1;Science Fiction;1;Jimmy T. Murakami;1;Ed Carlin;1;15
Jason and the Argonauts;0;01/08/2011;1;none;11533;en;125;7.2;1963-06-19;Jason and the Argonauts;1000000;0;104;tt0057197;United Kingdom;2;Columbia Pictures Corporation;3;Adventure;3;Don Chaffey;1;Charles H. Schneer;1;13
Lust for Life;0;01/08/2011;5;none;29592;en;38;7.1;1956-09-15;Lust for Life;0;0;122;tt0049456;United States of America;1;Metro-Goldwyn-Mayer (MGM);1;Drama;1;Vincente Minnelli;1;John Houseman;1;15
Master and Commander;0;01/08/2011;3;none;8619;en;716;6.9;2003-11-14;Master and Commander: The Far Side of the World;150000000;212011111;138;tt0311113;United States of America;1;Universal Pictures;4;Adventure;1;Peter Weir;1;Samuel Goldwyn Jr.;3;26
The Green Hornet;0;01/08/2011;1;none;40805;en;1154;5.5;2011-01-12;The Green Hornet;120000000;227817248;119;tt0990407;United States of America;1;Original Film;3;Action;3;Michel Gondry;1;Neal H. Moritz;1;13
The boy with Green hair;0;01/08/2011;3;none;43759;en;16;6;1948-11-16;The Boy with Green Hair;0;0;82;tt0040185;United States of America;1;RKO Radio Pictures;1;Drama;3;Joseph Losey;1;none;0;10
A game of thrones;0;01/08/2011;4;none;458492;en;1;9;2016-04-17;Tower of Joy - A Game of Thrones FanFilm;0;0;4;;none;0;none;0;none;0;Michael Schatz;1;Paul Suda;3;11
L'Albero degli zoccoli ;0;01/08/2011;4;none;31542;it;26;7;1978-09-21;L'albero degli zoccoli;0;0;186;tt0077138;Italy;1;Ital-Noleggio Cinematografico;2;Drama;2;Ermanno Olmi;1;none;0;29
Le goût du thé;0;01/08/2011;4;none;15318;ja;27;6.9;2004-07-17;茶の味;0;0;143;tt0413893;Japan;1;Grasshoppa;2;Comedy;2;Katsuhito Ishii;1;Kazuto Takida;2;22
Discours d'un roi;0;01/08/2011;3;none;45269;en;2473;7.5;2010-09-06;The King's Speech;15000000;414211549;118;tt1504320;United Kingdom;1;The Weinstein Company;8;Drama;2;Tom Hooper;1;Iain Canning;3;40
Two lovers;0;01/08/2011;2;none;10362;en;138;6.6;2008-11-19;Two Lovers;12000000;3148182;110;tt1103275;France;2;2929 Productions;3;Drama;2;James Gray;1;Donna Gigliotti;3;47
Ace in the hole;0;01/08/2011;3;none;25364;en;108;7.9;1951-06-29;Ace in the Hole;1821052;1300000;111;tt0043338;United States of America;1;Paramount Pictures;1;Drama;1;Billy Wilder;1;Billy Wilder;1;32
Scarecrow;0;01/08/2011;3;none;31587;en;54;6.8;1973-04-11;Scarecrow;0;0;112;tt0070643;United States of America;1;Warner Bros.;1;Drama;2;Jerry Schatzberg;1;none;0;7
Sucker Punch;0;01/08/2011;0;none;23629;en;1478;5.9;2011-03-24;Sucker Punch;82000000;89792502;110;tt0978764;United States of America;1;Legendary Pictures;4;Action;3;Zack Snyder;1;Deborah Snyder;2;35
Watchmen;0;01/08/2011;3;none;13183;en;2529;7;2009-03-05;Watchmen;130000000;185258983;163;tt0409459;United States of America;1;Paramount Pictures;6;Action;3;Zack Snyder;1;Wesley Coller;4;34
300;0;01/08/2011;0;none;1271;en;4574;7;2006-12-09;300;65000000;422610419;117;tt0416449;United States of America;1;Virtual Studios;7;Action;3;Zack Snyder;1;Gianni Nunnari;3;87
Dawn of the dead;0;01/08/2011;1;none;924;en;918;6.8;2004-03-19;Dawn of the Dead;28000000;102356381;101;tt0363547;United States of America;1;New Amsterdam Entertainment;5;Fantasy;3;Zack Snyder;1;Marc Abraham;3;19
The bourne trilogy;0;01/08/2011;1;none
The Chaser;0;01/08/2011;2;none;13855;ko;221;7.7;2008-02-14;추격자;0;0;125;tt1190539;South Korea;1;Bidangil Pictures;4;Crime;3;Na Hong-jin;1;Yoon In Beom;2;9
Aelita;0;01/08/2011;2;none;421336;en;0;0;2014-08-08;Mando Diao - Aelita;0;0;;;Sweden;1;Universal - Music;2;Music;1;none;0;none;0;4
After the wedding;0;01/08/2011;5;none;346967;fr;1;5;1906-10-12;Noce en goguette;0;0;8;tt0855893;none;0;none;0;Comedy;1;Ferdinand Zecca;1;none;0;0
Open Hearts;0;01/08/2011;4;none;102;da;24;6.8;2002-09-06;Elsker dig for evigt;0;0;113;tt0315543;Denmark;1;Zentropa Entertainments;1;Drama;2;Susanne Bier;1;Sisse Graum Jørgensen;3;20
Air Doll;0;01/08/2011;1;none;25053;ja;45;6.6;2009-09-26;空気人形;0;0;125;tt1371630;Japan;1;Bandai Visual Company (JAPAN);2;Drama;1;Hirokazu Koreeda;1;none;0;5
As tears go by;0;01/08/2011;1;none;334513;en;0;0;1996-01-02;Zolgot Hadma'ot Me'atzman;0;0;0;tt0118220;none;0;none;0;none;0;Eitan Green;1;none;0;3
Des hommes et des dieux;0;01/08/2011;2;none;46332;fr;83;6.5;2010-05-18;Des hommes et des dieux;4000000;41424067;120;tt1588337;France;1;Why Not Productions;6;Drama;2;Xavier Beauvois;1;Pascal Caucheteux;2;30
A dog day afternoon;0;01/08/2011;5;none;968;en;607;7.5;1975-08-11;Dog Day Afternoon;1800000;46665856;125;tt0072890;United States of America;1;Artists Entertainment Complex;2;Crime;3;Sidney Lumet;1;Martin Bregman;3;39
I saw the devil;0;01/08/2011;3;none;49797;ko;470;7.6;2010-08-12;악마를 보았다;0;0;141;tt1588170;South Korea;1;Softbank Ventures;4;Thriller;2;Kim Jee-woon;1;Hyun-woo Kim;1;9
Moon;0;01/08/2011;4;none;17431;en;1627;7.5;2009-06-12;Moon;5000000;9760104;97;tt1182345;United Kingdom;1;Liberty Films UK;4;Science Fiction;2;Duncan Jones;1;Stuart Fenegan;8;10
Les yeux sans visages;0;01/08/2011;3;none
Lord of War;0;01/08/2011;2;none;1830;en;1225;7;2005-09-16;Lord of War;42000000;24127895;122;tt0399295;France;3;Saturn Films;6;Crime;3;Andrew Niccol;1;Nicolas Cage;7;20
True Grit;0;01/08/2011;3;none;44264;en;1539;7.1;2010-12-22;True Grit;38000000;252276927;110;tt1403865;United States of America;1;Paramount Pictures;4;Drama;3;Ethan Coen;2;Ethan Coen;3;31
Somewhere;0;01/08/2011;1;none;39210;en;197;6;2010-09-03;Somewhere;8000000;0;98;tt1421051;United States of America;1;American Zoetrope;4;Drama;1;Sofia Coppola;1;G. Mac Brown;3;21
Source Code;0;01/08/2011;1;none;45612;en;2438;7.1;2011-03-30;Source Code;32000000;147332697;93;tt0945513;Canada;2;The Mark Gordon Company;2;Thriller;3;Duncan Jones;1;Philippe Rousselet;3;24
Superman;0;01/08/2011;2;none;1924;en;913;6.9;1978-12-13;Superman;55000000;300218018;143;tt0078346;United Kingdom;2;Warner Bros.;3;Action;4;Richard Donner;1;Pierre Spengler;1;92
The magnificent seven;0;01/08/2011;2;none;333484;en;2077;5.8;2016-09-14;The Magnificent Seven;90000000;160437812;132;tt2404435;United States of America;1;Columbia Pictures;6;Adventure;3;Antoine Fuqua;1;Todd Black;2;45
Still Walking;0;01/08/2011;4;none;25050;ja;58;7.5;2008-06-28;歩いても 歩いても;0;0;114;tt1087578;Japan;1;none;0;Drama;2;Hirokazu Koreeda;1;Yoshihiro Kato;4;8
Badlands;0;01/08/2011;3;none;3133;en;264;7.5;1973-10-15;Badlands;0;0;94;tt0069762;United States of America;1;Pressman-Williams;4;Crime;2;Terrence Malick;1;Terrence Malick;3;14
Stardust memories;0;01/08/2011;2;none;11337;en;86;6.8;1980-09-26;Stardust Memories;10000000;10389003;89;tt0081554;United States of America;1;United Artists;2;Comedy;3;Woody Allen;1;Robert Greenhut;1;10
The last picture show;0;01/08/2011;3;none;25188;en;124;7.6;1971-10-03;The Last Picture Show;1300000;29133000;118;tt0067328;United States of America;1;Columbia Pictures Corporation;2;Drama;1;Peter Bogdanovich;1;none;0;22
Zardoz;0;01/08/2011;2;none;4923;en;95;5.9;1974-02-06;Zardoz;0;0;105;tt0070948;Ireland;1;John Boorman Productions;1;Fantasy;4;John Boorman;1;John Boorman;1;8
L'enfant;0;01/08/2011;5;none;11490;fr;40;7;2005-07-10;L'enfant;0;5507396;95;tt0456396;France;2;Eurimages;11;Romance;2;Luc Dardenne;2;Luc Dardenne;3;8
Millenium Actress;0;01/08/2011;4;none
Paranoia Agent;0;01/08/2011;2;none
Rosemary's Baby;0;01/08/2011;3;none;805;en;764;7.5;1968-06-12;Rosemary's Baby;3200000;33395426;136;tt0063522;United States of America;1;Paramount Pictures;2;Horror;3;Roman Polanski;1;William Castle;2;18
Red Cliff;0;01/08/2011;4;none;339486;en;0;0;1949-05-08;Red Cliff;0;0;85;tt0220603;none;0;none;0;none;0;Grigoris Grigoriou;1;none;0;0
Man without a Star;0;01/08/2011;4;none;43319;en;14;6.4;1955-03-24;Man Without a Star;0;0;89;tt0048340;United States of America;1;Universal International Pictures (UI);1;Western;1;King Vidor;1;none;0;15
La méthode;0;01/07/2011;3;none;385944;en;1;4.5;1996-01-05;The Method;0;0;;tt0119663;United States of America;1;Showcase Entertainment, Inc.;1;Action;2;Kevin Lewis;1;none;0;5
Dead Man;0;01/07/2011;3;none;922;en;362;7.2;1995-12-23;Dead Man;9000000;0;121;tt0112817;Germany;3;JVC Entertainment;4;Drama;3;Jim Jarmusch;1;Demetra J. MacBride;1;18
Steamboy;0;01/07/2011;2;none;8953;ja;91;6.4;2004-07-17;Steamboy;20000000;0;126;tt0348121;Japan;1;Bandai Visual Company;3;Animation;3;Katsuhiro Ōtomo;1;Shinji Komori;2;7
Death on the Nile;0;01/07/2011;1;none;4192;en;106;6.7;1978-10-06;Death on the Nile;7920000;14560084;140;tt0077413;United Kingdom;1;EMI Films Ltd.;2;Mystery;1;John Guillermin;1;John Brabourne;2;18
A serious man;0;01/07/2011;1;none;12573;en;428;6.6;2009-10-02;A Serious Man;7000000;31430334;105;tt1019452;United States of America;3;Mike Zoss Productions;5;Comedy;2;Ethan Coen;2;Ethan Coen;2;18
Saraband;0;01/07/2011;3;none;55650;sv;16;6.3;2003-12-01;Saraband;0;0;120;tt0299478;Sweden;1;Sveriges Television (SVT);1;Music;2;Ingmar Bergman;1;none;0;5
Sunshine;0;01/07/2011;3;none;1272;en;1084;6.9;2007-04-05;Sunshine;50000000;32017803;107;tt0448134;United Kingdom;2;DNA Films;4;Science Fiction;2;Danny Boyle;1;Andrew Macdonald;1;12
13 assassins;0;01/06/2011;1;none;58857;ja;328;7.1;2010-09-09;十三人の刺客;6000000;17555141;141;tt1436045;Japan;2;Toho Company;2;Adventure;3;Takashi Miike;1;Minami Ichikawa;2;26
Titicut Follies;7,9;22/08/2015;2;none;41212;en;19;7.2;1967-09-23;Titicut Follies;0;0;84;tt0062374;United States of America;1;none;0;Documentary;1;Frederick Wiseman;1;Frederick Wiseman;1;0
Les yeux noirs;0;01/06/2011;3;none;463021;fr;0;0;1935-09-05;Les yeux noirs;0;0;80;tt0028524;none;0;none;0;none;0;Viktor Tourjansky;1;none;0;4
The Match Factory Girl;0;01/06/2011;3;none;7974;fi;38;7;1990-09-20;Tulitikkutehtaan tyttö;474700;0;66;tt0098532;Finland;2;Svenska Filminstitutet;4;Drama;2;Aki Kaurismäki;1;Aki Kaurismäki;3;17
Rear Window;0;01/06/2011;4;none;567;en;1325;8.1;1954-08-01;Rear Window;1000000;36764313;112;tt0047396;United States of America;1;Paramount Pictures;1;Drama;3;Alfred Hitchcock;1;Alfred Hitchcock;2;19
The yes men fix the world;7,5;10/04/2013;2;none;18489;en;26;6.9;2009-01-18;The Yes Men Fix the World;0;0;87;tt1352852;France;2;Renegade Pictures;1;Documentary;1;Andy Bichlbaum;3;none;0;3
L'enclos;0;01/06/2011;3;none;269966;fr;1;7;1961-07-01;L'enclos;0;0;105;tt0188589;Yugoslavia;2;Triglav Film;2;Drama;1;Armand Gatti;1;Lado Vilar;1;7
Chinatown;0;01/06/2011;3;none;829;en;816;7.8;1974-06-20;Chinatown;6000000;30000000;130;tt0071315;United States of America;1;Paramount Pictures;3;Crime;4;Roman Polanski;1;Robert Evans;2;41
Moon Warriors;0;01/06/2011;1;none;50936;cn;6;6.2;1992-12-19;戰神傳說;0;0;83;tt0108650;Hong Kong;1;Team Work Motion Pictures Ltd.;1;Action;7;Sammo Hung;1;Mabel Cheung;2;14
Deep End;0;01/06/2011;3;none;29132;el;2;7.5;2008-01-24;Στη θανάσιμη δίνη του πάθους;0;0;88;tt1095218;Greece;1;none;0;Thriller;1;Thanasis Antoniou;1;none;0;5
Le Bossu;0;01/06/2011;2;ES;40815;fr;28;6.4;1997-12-03;Le Bossu;0;0;128;tt0118756;Italy;2;Cecchi Gori Group Tiger Cinematografica;3;Drama;2;Philippe de Broca;1;none;0;7
Travail au noir;0;01/06/2011;4;none;42134;en;5;7.1;1982-09-18;Moonlighting;0;0;97;tt0084354;United Kingdom;1;ZDF;2;Drama;1;Jerzy Skolimowski;1;none;0;8
Black Swan;0;01/06/2011;1;none;44214;en;3899;7.3;2010-12-02;Black Swan;13000000;327803731;108;tt0947798;United States of America;1;Fox Searchlight Pictures;4;Drama;2;Darren Aronofsky;1;Scott Franklin;7;29
Le pont du nord;0;01/05/2011;0;none;59484;fr;5;7.8;1982-03-24;Le Pont du Nord;0;0;129;tt0082927;France;1;Les Films du Losange;1;Comedy;3;Jacques Rivette;1;Jean-Pierre Mahot;2;6
Gilda;0;01/05/2011;3;none;3767;en;102;7.6;1946-02-14;Gilda;0;0;110;tt0038559;United States of America;1;Columbia Pictures;1;Drama;3;Charles Vidor;1;Virginia Van Upp;1;10
La pointe courte;0;01/05/2011;1;none;54436;en;5;6.1;1955-05-13;La Pointe-Courte;0;0;80;tt0048499;France;1;Ciné Tamaris;1;Drama;3;Agnès Varda;1;none;0;2
