title;imdb_rating;viewing_date;personal_rating;children;tmdb_id;original_language;vote_count;vote_average;release_date;original_title;budget;revenue;runtime;imdb_id;production_country;production_countries_number;production_company;production_companies_number;genre;genre_number;director;director_number;producer;producer_number;actor_number
Short term 12;8,1;29/03/2014;3;none;169813;en;424;7.9;2013-08-23;Short Term 12;0;1600000;96;tt2370248;United States of America;1;Traction Media;2;Drama;1;Destin Cretton;1;Joshua Astrachan;4;56
Manhattan murder mystery;7,4;28/03/2014;2;E;10440;en;147;7.2;1993-08-18;Manhattan Murder Mystery;13500000;11285588;104;tt0107507;United States of America;1;TriStar Pictures;1;Comedy;2;Woody Allen;1;Robert Greenhut;1;24
Promised land;6,6;23/03/2014;2;none;133694;en;223;5.9;2012-09-23;Promised Land;15000000;8138788;106;tt2091473;United Arab Emirates;2;Participant Media;6;Drama;1;Gus Van Sant;1;Chris Moore;3;15
The wolf of wall street;8,5;22/03/2014;2;none;106646;en;5883;7.9;2013-12-25;The Wolf of Wall Street;100000000;392000694;180;tt0993846;United States of America;1;Paramount Pictures;5;Crime;3;Martin Scorsese;1;Riza Aziz;5;140
A propos d'Elly;0;21/03/2014;2;none;37181;fa;86;7.3;2009-02-10;درباره الی‎‎;0;0;119;tt1360860;France;2;Dreamlab;1;Drama;1;Asghar Farhadi;1;Asghar Farhadi;1;9
Dune;6,6;07/03/2014;2;ESMPA;841;en;516;6.5;1984-12-14;Dune;40000000;30925690;137;tt0087182;United States of America;1;Dino De Laurentiis Company;1;Action;3;David Lynch;1;Raffaella De Laurentiis;1;20
Le passé;0;25/02/2014;4;none;152780;fr;147;7;2013-05-17;Le passé;11000000;10631747;130;tt2404461;Italy;3;Memento Films Production;2;Drama;2;Asghar Farhadi;1;Alexandre Mallet-Guy;1;13
All is lost;7;19/02/2014;4;none;152747;en;638;6.5;2013-10-18;All Is Lost;9000000;6108720;106;tt2017038;United States of America;1;Sudden Storm Productions;6;Action;3;J.C. Chandor;1;Neal Dodson;4;1
La vie d'adèle;8,1;19/02/2014;5;none;152584;fr;951;7.3;2013-10-09;La vie d'Adèle - Chapitres 1 et 2;4300000;10165694;179;tt2278871;France;1;Eurimages;16;Romance;2;Abdellatif Kechiche;1;Brahim Chioua;3;68
12 Years a Slave;8,1;19/02/2014;2;none;76203;en;3295;7.9;2013-10-18;12 Years a Slave;20000000;187000000;134;tt2024544;United States of America;2;Plan B Entertainment;5;Drama;2;Steve McQueen;1;Dede Gardner;7;93
Chromosome 3;0;19/02/2014;2;none;28942;en;121;6.6;1979-05-25;The Brood;1355000;0;92;tt0078908;Canada;1;Canadian Film Development Corporation (CFDC);3;Horror;3;David Cronenberg;1;Claude Héroux;1;11
Life of pi;0;19/02/2014;2;ESMPA;87827;en;5402;7.2;2012-11-20;Life of Pi;120000000;609016565;127;tt0454876;United States of America;3;Ingenious Film Partners;6;Adventure;3;Ang Lee;1;Gil Netter;2;21
Night of the Living Dead;8;18/02/2014;3;E;10331;en;530;7.5;1968-10-01;Night of the Living Dead;114000;30000000;96;tt0063350;United States of America;1;Laurel Group;4;Horror;1;George A. Romero;1;Russell Streiner;2;13
Cool runnings;6,8;17/02/2014;2;ESMPA;864;en;447;6.7;1993-09-30;Cool Runnings;14000000;154864401;98;tt0106611;United States of America;1;Walt Disney;1;Comedy;1;Jon Turteltaub;1;Dawn Steel;1;15
The Black Stallion;7,3;09/02/2014;3;ESMPA;17264;en;54;7;1979-10-17;The Black Stallion;2700000;37799643;118;tt0078872;United States of America;1;United Artists;1;Adventure;2;Carroll Ballard;1;Fred Roos;2;9
About time;7,9;09/02/2014;2;none;122906;en;1855;7.7;2013-08-16;About Time;0;87100449;123;tt2194499;United Kingdom;1;Working Title Films;2;Comedy;3;Richard Curtis;1;Tim Bevan;3;28
Silver Linings Playbook;7,9;01/02/2014;2;none;82693;en;4336;6.9;2012-09-08;Silver Linings Playbook;21000000;205738714;122;tt1045658;United States of America;1;The Weinstein Company;1;Drama;3;David O. Russell;1;Bruce Cohen;4;62
The transporter;6,8;01/02/2014;1;none;4108;en;1540;6.6;2002-10-02;The Transporter;21000000;43928932;92;tt0293662;United States of America;2;TF1 Films Productions;4;Action;3;Louis Leterrier;2;Luc Besson;2;13
the fifth element;7,6;01/02/2014;3;ESMPA;18;en;3541;7.2;1997-05-07;The Fifth Element;90000000;263920180;126;tt0119116;France;1;Columbia Pictures;2;Adventure;5;Luc Besson;1;Patrice Ledoux;1;26
The world's end;7,1;01/02/2014;1;none;107985;en;1614;6.7;2013-07-18;The World's End;20000000;46089287;109;tt1213663;United Kingdom;1;Universal Pictures;4;Comedy;3;Edgar Wright;1;Tim Bevan;3;55
Magic Mike;6,1;01/02/2014;3;none;77930;en;924;6.1;2012-06-28;Magic Mike;7000000;167221571;110;tt1915581;United States of America;1;Extension 765;2;Drama;2;Steven Soderbergh;1;Gregory Jacobs;4;84
Sweeney Todd: The Demon Barber of Fleet Street;7,5;01/02/2014;1;E;13885;en;1505;6.9;2007-12-20;Sweeney Todd: The Demon Barber of Fleet Street;50000000;152000000;116;tt0408236;United Kingdom;2;Warner Bros.;5;Drama;3;Tim Burton;1;John Logan;4;14
Germinal;7,1;01/02/2014;1;ES;51980;en;35;6.3;1993-09-29;Germinal;0;0;160;tt0107002;Belgium;3;none;0;Drama;2;Claude Berri;1;none;0;16
Truman Show;8;01/02/2014;3;ESMPA;37165;en;3967;7.8;1998-06-04;The Truman Show;60000000;264118201;103;tt0120382;United States of America;1;Paramount Pictures;2;Comedy;2;Peter Weir;1;Edward S. Feldman;4;21
Home;0;04/01/2014;4;none;228161;en;1390;6.8;2015-03-18;Home;135000000;368871007;94;tt2224026;United States of America;1;Twentieth Century Fox Film Corporation;2;Fantasy;5;Tim Johnson;1;Suzanne Buirgy;3;11
Mud;0;04/01/2014;5;none;103731;en;991;6.9;2013-05-01;Mud;10000000;21587700;130;tt1935179;United States of America;1;FilmNation Entertainment;2;Drama;1;Jeff Nichols;1;Lisa Maria Falcone;3;13
Stardust;7,7;26/12/2013;3;none;2270;en;1050;7.1;2007-08-09;Stardust;70000000;135560026;127;tt0486655;Iceland;3;Paramount Pictures;5;Adventure;4;Matthew Vaughn;1;Lorenzo di Bonaventura;5;44
The place beyond the pines;7,4;26/12/2013;2;none;97367;en;1533;6.8;2013-03-20;The Place Beyond the Pines;15000000;35485608;140;tt1817273;United States of America;1;Sidney Kimmel Entertainment;3;Drama;2;Derek Cianfrance;1;Lynette Howell;4;33
Deathwatch;0;26/12/2013;3;none;12576;en;52;5.9;2002-10-06;Deathwatch;0;2270658;94;tt0286306;Germany;2;Portobello Pictures;6;Drama;4;Michael J. Bassett;1;Mike Downey;3;13
Miracle On 34th Street;6,4;22/12/2013;1;ESMPA;10510;en;171;6.4;1994-11-18;Miracle on 34th Street;0;46264384;114;tt0110527;United States of America;1;Twentieth Century Fox Film Corporation;1;Fantasy;3;Les Mayfield;1;John Hughes;1;9
Prisoners;8,1;20/12/2013;3;none;146233;en;2758;7.9;2013-09-18;Prisoners;46000000;122126687;153;tt1392214;United States of America;1;Alcon Entertainment;3;Drama;3;Denis Villeneuve;1;Kira Davis;4;34
The importance of being earnest;7;20/12/2013;3;E;9026;en;107;6.8;2002-05-17;The Importance of Being Earnest;0;0;97;tt0278500;France;3;Ealing Studios;1;Comedy;4;Oliver Parker;1;Barnaby Thompson;1;11
Amour;7,9;18/12/2013;5;none;86837;fr;371;7.5;2012-07-01;Amour;8900000;19839492;127;tt1602620;France;3;Les Films du Losange;3;Drama;2;Michael Haneke;1;none;0;12
The thing;8,1;13/12/2013;3;ES;60935;en;792;6;2011-10-12;The Thing;35000000;28128670;103;tt0905372;United States of America;2;Universal Pictures;3;Horror;4;Matthijs van Heijningen Jr.;1;Marc Abraham;2;16
Eloise at Christmastime;6,6;07/12/2013;0;ESMPA;59191;en;14;4.9;2003-11-23;Eloise at Christmastime;0;0;89;tt0353393;United States of America;2;Handmade Films Ltd.;2;Family;3;Kevin Lima;1;none;0;5
Diabolique;8,2;30/11/2013;3;none;10988;en;62;5.3;1996-03-22;Diabolique;0;0;107;tt0116095;United States of America;1;Marvin Worth Productions;4;Drama;4;Jeremiah S. Chechik;1;James G. Robinson;1;15
Kiss Kiss Bang Bang;7,6;30/11/2013;1;none;5236;en;818;7.1;2005-09-05;Kiss Kiss Bang Bang;15000000;15785148;103;tt0373469;United States of America;1;Silver Pictures;2;Action;4;Shane Black;1;Joel Silver;3;22
Le bonheur des dames;7,2;29/11/2013;1;E
Le diner de cons;7,6;24/11/2013;3;ES;9421;fr;327;7.7;1998-04-15;Le Dîner de cons;12500000;78599508;80;tt0119038;France;1;Gaumont;4;Comedy;1;Francis Veber;1;Alain Poiré;1;13
My Neighbor Totoro;8,2;24/11/2013;4;MPA;8392;ja;1461;8;1988-04-16;となりのトトロ;0;0;86;tt0096283;Japan;1;Studio Ghibli;3;Fantasy;3;Hayao Miyazaki;1;Tohru Hara;2;10
The yakuza;7,2;24/11/2013;3;none;28415;en;29;6.9;1974-12-21;The Yakuza;0;0;112;tt0073918;Japan;2;Warner Bros.;1;Action;5;Sydney Pollack;1;Michael Hamilburg;2;16
Before sunset;8;18/11/2013;3;none;80;en;644;7.6;2004-02-10;Before Sunset;2700000;15992615;80;tt0381681;United States of America;1;Castle Rock Entertainment;3;Drama;2;Richard Linklater;1;Richard Linklater;2;10
Before midnight;8,2;18/11/2013;3;none;132344;en;520;7.3;2013-04-05;Before Midnight;3000000;11176469;108;tt2209418;Greece;2;Castle Rock Entertainment;4;Romance;2;Richard Linklater;1;Christos V. Konstantakopoulos;3;17
Before sunrise;8;18/11/2013;4;none;76;en;858;7.7;1995-01-27;Before Sunrise;2500000;5535405;105;tt0112471;Austria;3;Detour Film Production;1;Drama;2;Richard Linklater;1;Anne Walker-McBay;1;27
Ender's game;7,2;17/11/2013;2;ESMPA;80274;en;2131;6.6;2013-10-23;Ender's Game;110000000;125537191;114;tt1731141;United States of America;1;Summit Entertainment;6;Science Fiction;3;Gavin Hood;1;Orson Scott Card;8;20
Gandahar;6,9;16/11/2013;2;ESMPA;22500;fr;23;7.5;1987-12-11;Gandahar;0;0;83;;France;1;Films A2;1;Animation;4;René Laloux;1;Henri Rollin;2;6
Ordinary people;7,8;13/11/2013;3;none;16619;en;126;7.5;1980-09-19;Ordinary People;6000000;0;124;tt0081283;United States of America;1;Paramount Pictures;2;Drama;1;Robert Redford;1;Ronald L. Schwary;1;17
Léon Morin, prêtre;7;13/11/2013;2;none;63892;fr;17;6.9;1961-09-22;Léon Morin, prêtre;0;0;130;tt0055082;Italy;2;none;0;Romance;2;Jean-Pierre Melville;1;Carlo Ponti;2;7
the war lord;6,8;09/11/2013;1;ESMPA;42664;en;12;5.9;1965-11-17;The War Lord;0;0;123;tt0059896;United States of America;1;Universal Pictures;1;Drama;5;Franklin J. Schaffner;1;Walter Seltzer;1;11
Vanishing point;7,2;08/11/2013;2;none;11951;en;100;7.1;1971-01-15;Vanishing Point;1300000;72266306;99;tt0067927;United States of America;1;Twentieth Century Fox Film Corporation;2;Action;3;Richard C. Sarafian;1;Norman Spencer;1;19
Dark Crystal;7,1;08/11/2013;2;ESMPA;11639;en;211;7.3;1982-12-17;The Dark Crystal;15000000;40577001;93;tt0083791;United Kingdom;2;Universal Pictures;4;Fantasy;1;Jim Henson;2;Jim Henson;2;21
The conjuring;7,7;04/11/2013;2;none;138843;en;2741;7.4;2013-07-18;The Conjuring;13000000;318000141;112;tt1457767;United States of America;1;New Line Cinema;3;Horror;2;James Wan;1;Rob Cowan;3;23
Gravity;8,8;03/11/2013;4;E;49047;en;5263;7.3;2013-09-27;Gravity;105000000;716392705;91;tt1454468;United Kingdom;2;Warner Bros.;3;Science Fiction;3;Alfonso Cuarón;1;Alfonso Cuarón;2;7
Wargames;7;03/11/2013;2;ESMPA;860;en;469;7;1983-06-03;WarGames;12000000;79567667;114;tt0086567;United States of America;1;United Artists;2;Thriller;2;John Badham;1;Richard Hashimoto;2;33
Cabaret;7,7;03/11/2013;2;none;10784;en;184;7.3;1972-02-13;Cabaret;6000000;0;124;tt0068327;United States of America;1;ABC Pictures;3;Drama;3;Bob Fosse;1;Cy Feuer;1;23
Oliver!;7,4;28/10/2013;2;ESMPA;17917;en;93;7;1968-09-26;Oliver!;10000000;37402877;153;tt0063385;United Kingdom;1;Columbia Pictures Corporation;3;Drama;3;Carol Reed;1;John Woolf;1;13
Ironclad;6,1;20/10/2013;1;none;38543;en;210;6.2;2011-03-03;Ironclad;25000000;0;121;tt1233301;United Kingdom;2;Rising Star;10;Romance;4;Jonathan English;1;Rick Benattar;2;41
The Three Musketeers;7,1;13/10/2013;3;ESMPA;52451;en;839;5.5;2011-08-31;The Three Musketeers;75000000;132274484;110;tt1509767;United States of America;4;Impact Pictures;5;Adventure;3;Paul W.S. Anderson;1;Jeremy Bolt;3;15
Robinson Crusoe;5,9;04/10/2013;3;SMPA;368940;de;71;5.8;2016-02-04;Robinson Crusoe;13500000;3342697;90;tt4731008;Belgium;2;StudioCanal;4;Adventure;4;Vincent Kesteloot;2;Gina Gallo;5;10
The ten commandments;7,8;29/09/2013;2;ESMPA;6844;en;322;7.4;1956-10-05;The Ten Commandments;13000000;122700000;220;tt0049833;United States of America;1;Paramount Pictures;2;Drama;2;Cecil B. DeMille;1;Cecil B. DeMille;1;40
Batman begins;8,3;29/09/2013;3;ESMPA;272;en;6681;7.5;2005-06-10;Batman Begins;150000000;374218673;140;tt0372784;United Kingdom;2;DC Comics;6;Action;3;Christopher Nolan;1;Emma Thomas;4;113
World War Z;7,2;22/09/2013;2;none;72190;en;5060;6.7;2013-06-20;World War Z;200000000;531865000;116;tt0816711;United States of America;2;Paramount Pictures;7;Action;5;Marc Forster;1;Ian Bryce;4;22
20000 Leagues Under the Sea;7,2;22/09/2013;2;ESMPA;114136;en;4;5.8;1907-01-01;20000 lieues sous les mers;0;0;10;tt0000575;none;0;none;0;none;0;Georges Méliès;1;none;0;0
les derniers jours d'emmanuel kant;7,7;08/09/2013;2;S;66442;fr;1;7;1996-03-27;Les derniers jours d'Emmanuel Kant;0;0;;tt0109601;France;1;none;0;Comedy;2;Philippe Collin;1;none;0;4
Men in black;7,2;06/09/2013;2;ESMPA;607;en;3959;6.8;1997-07-01;Men in Black;90000000;589390539;98;tt0119654;United States of America;1;Amblin Entertainment;3;Action;4;Barry Sonnenfeld;1;Laurie MacDonald;2;18
The curse of the werewolf;6,6;06/09/2013;1;ESMPA;28752;en;30;6.7;1961-05-01;The Curse of the Werewolf;0;0;93;tt0054777;United Kingdom;1;Hammer Film Productions;1;Horror;1;Terence Fisher;1;Anthony Hinds;1;17
Dog bite dog;6,5;30/08/2013;2;none;14816;cn;6;6.5;2006-08-17;狗咬狗;0;0;109;tt0819765;Hong Kong;2;none;0;Action;2;Soi Cheang;1;Shin Yoneyama;2;12
Hanna;6,9;30/08/2013;2;none;50456;en;1169;6.5;2011-04-07;Hanna;30000000;63782078;111;tt0993842;Germany;3;Focus Features;4;Action;3;Joe Wright;1;Marty Adelstein;3;18
On the Waterfront;8,3;27/08/2013;3;none;654;en;330;8;1954-06-22;On the Waterfront;910000;9600000;108;tt0047296;United States of America;1;Columbia Pictures;2;Crime;2;Elia Kazan;1;Sam Spiegel;1;22
Adam's Rib;7,5;27/08/2013;3;none;25431;en;59;7.1;1949-11-18;Adam's Rib;0;0;101;tt0041090;United States of America;1;Metro-Goldwyn-Mayer (MGM);1;Comedy;3;George Cukor;1;Lawrence Weingarten;1;48
The Bad Lieutenant: Port of Call - New Orleans;6,7;25/08/2013;3;none;11699;en;297;6;2009-09-11;The Bad Lieutenant: Port of Call - New Orleans;25000000;10589102;122;tt1095217;United States of America;1;Saturn Films;7;Drama;2;Werner Herzog;1;Gabe Polsky;8;58
That Darn Cat!;6,4;25/08/2013;2;ESMPA;20723;en;24;6.5;1965-12-02;That Darn Cat!;0;0;112;tt0059793;United States of America;1;Walt Disney Productions;1;Drama;3;Robert Stevenson;1;Walt Disney;1;22
Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles;7,7;24/08/2013;1;none;44012;fr;24;7.5;1975-05-14;Jeanne Dielman, 23, Quai du Commerce 1080 Bruxelles;0;0;201;tt0073198;France;2;Paradise Films;3;Drama;2;Chantal Akerman;1;none;0;5
The Grandmaster;6,6;23/08/2013;2;none;44865;zh;260;6.4;2013-01-08;一代宗師;3860000;64076736;130;tt1462900;China;2;The Weinstein Company;6;Action;3;Wong Kar-wai;1;Wong Kar-wai;2;14
Slither;6,5;22/08/2013;0;none;9035;en;295;6.3;2006-03-31;Slither;15500000;0;95;tt0439815;Canada;2;Universal Pictures;1;Comedy;3;James Gunn;1;Paul Brooks;2;14
Women on the Verge of a Nervous Breakdown;7,5;22/08/2013;2;none;4203;es;127;7.5;1988-03-14;Mujeres al borde de un ataque de nervios;700000;7179298;88;tt0095675;Spain;1;El Deseo;1;Comedy;2;Pedro Almodóvar;1;Pedro Almodóvar;2;16
Elysium;7;21/08/2013;0;ES;68724;en;3186;6.5;2013-08-07;Elysium;115000000;286140700;109;tt1535108;United States of America;1;TriStar Pictures;7;Science Fiction;4;Neill Blomkamp;1;Simon Kinberg;3;24
The miracle worker;7,9;21/08/2013;4;ESMPA;1162;en;54;7.5;1962-05-22;The Miracle Worker;500000;2500000;106;tt0056241;United States of America;1;Playfilm Productions;1;Drama;1;Arthur Penn;1;Fred Coe;1;11
The Cure;7,5;20/08/2013;3;none;465501;en;0;0;2017-07-15;The Christmas Cure;0;0;90;;United States of America;1;none;0;Drama;2;John Bradshaw;1;Marek Posival;1;18
À Nos Amours;7;19/08/2013;2;none;2282;fr;30;5.8;1983-11-16;À nos amours;0;0;99;tt0086650;France;1;Gaumont;3;Drama;2;Maurice Pialat;1;Daniel Toscan du Plantier;1;11
Troy;7,1;19/08/2013;2;ES;652;en;2423;6.8;2004-05-13;Troy;175000000;497409852;163;tt0332452;United States of America;3;Plan B Entertainment;6;Adventure;3;Wolfgang Petersen;1;Colin Wilson;3;20
Tokyo Sonata;7,5;19/08/2013;3;none;8937;ja;46;6.8;2008-09-27;トウキョウソナタ;0;0;120;tt0938341;Japan;1;Nikkatsu;2;Drama;1;Kiyoshi Kurosawa;1;Wouter Barendrecht;5;11
Jack Reacher;7;17/08/2013;3;none;75780;en;2830;6.3;2012-12-20;Jack Reacher;60000000;218340595;130;tt0790724;United States of America;1;Paramount Pictures;4;Crime;3;Christopher McQuarrie;1;Dana Goldberg;6;47
Model Shop;6,2;16/08/2013;3;none;85942;en;2;8;1969-02-11;Model Shop;0;0;95;tt0064679;France;2;Columbia Pictures Corporation;1;Drama;2;Jacques Demy;1;none;0;5
Oblivion;7,1;15/08/2013;2;none;75612;en;4542;6.4;2013-04-10;Oblivion;120000000;286168572;124;tt1483013;United States of America;1;Universal Pictures;5;Action;4;Joseph Kosinski;1;Peter Chernin;5;15
Tears of the Black Tiger;6,7;15/08/2013;3;none;2805;th;9;6.5;2000-10-05;ฟ้าทะลายโจร;0;0;110;tt0269217;Thailand;1;Aichi Arts Center;3;Romance;3;Wisit Sasanatieng;1;none;0;12
Another Woman;7,3;12/08/2013;2;none;22478;en;46;6.7;1988-10-13;Another Woman;0;0;84;tt0094663;United States of America;1;none;0;Drama;1;Woody Allen;1;none;0;18
Pulse;7;10/08/2013;5;E;9682;en;141;5;2006-08-11;Pulse;38000000;29907685;90;tt0454919;United States of America;1;Dimension Films;1;Horror;2;Jim Sonzero;1;none;0;15
Giant;7,6;05/08/2013;1;none;1712;en;143;7.4;1956-10-10;Giant;5400000;35000000;201;tt0049261;United States of America;1;Warner Bros.;1;Action;3;George Stevens;1;Henry Ginsberg;2;31
Missing;7,7;05/08/2013;5;none;15600;en;75;7.2;1982-02-12;Missing;0;14000000;122;tt0084335;United States of America;1;Universal Pictures;1;Drama;4;Costa-Gavras;1;none;0;13
Prison on Fire;7,2;27/07/2013;2;none;271632;en;0;0;2002-01-01;Prison on Fire: Preacher;0;0;0;;none;0;none;0;none;0;Yip Wai-Ying;1;Nam Yin;1;10
What we do in the shadows;7,6;07/02/2016;2;none;246741;en;691;7.4;2014-06-19;What We Do in the Shadows;0;6263224;86;tt3416742;New Zealand;1;Unison Films;3;Comedy;2;Jemaine Clement;2;Emanuel Michael;3;47
Stoker;7;26/07/2013;3;none;86825;en;817;6.5;2013-02-28;Stoker;12000000;12077441;99;tt1682180;United States of America;1;Fox Searchlight Pictures;3;Drama;3;Park Chan-wook;1;Michael Costigan;3;19
Running on Karma;6,7;26/07/2013;4;none;32233;cn;17;6.4;2003-01-01;大隻佬;0;0;93;tt0374184;China;2;One Hundred Years of Film Company;1;Thriller;3;Johnnie To;2;none;0;13
Encounters at the End of the World;7,7;23/07/2013;3;none;12172;en;75;7.1;2007-09-01;Encounters at the End of the World;0;0;99;tt1093824;United States of America;1;Discovery Films;1;Documentary;1;Werner Herzog;1;none;0;0
Only God Forgives;6,4;22/07/2013;4;none;77987;en;787;5.5;2013-05-30;Only God Forgives;4800000;10337387;90;tt1602613;France;5;Gaumont;5;Drama;3;Nicolas Winding Refn;1;Lene Børglum;1;11
Jurassic Park;8;21/07/2013;2;ESMPA;329;en;4425;7.6;1993-06-11;Jurassic Park;63000000;920100000;127;tt0107290;United States of America;1;Universal Pictures;2;Adventure;2;Steven Spielberg;1;Kathleen Kennedy;2;27
Cloud Atlas;7,6;21/07/2013;1;none;83542;en;2759;6.6;2012-10-26;Cloud Atlas;102000000;130482868;172;tt1371111;Germany;4;Anarchos Productions;8;Drama;2;Lilly Wachowski;3;Alexander Rodnyansky;6;30
Peppermint Candy;7,6;21/07/2013;1;none;41245;ko;39;7.8;1999-12-31;박하사탕;0;0;130;tt0247613;South Korea;1;East Asia Film Company;1;Drama;1;Lee Chang-dong;1;none;0;10
Chronicle;7;19/07/2013;3;none;76726;en;1752;6.6;2012-02-01;Chronicle;15000000;145000000;84;tt1706593;United States of America;1;Twentieth Century Fox Film Corporation;4;Science Fiction;3;Josh Trank;1;John Davis;2;9
Monika;4,5;16/07/2013;3;none;121801;en;3;2.2;2012-12-14;MoniKa;0;0;0;tt1964777;none;0;none;0;Drama;3;Steven R. Monroe;1;none;0;14
Pacific Rim;0;14/07/2013;3;ESMPA;68726;en;4479;6.7;2013-07-11;Pacific Rim;180000000;407602906;131;tt1663662;United States of America;2;Legendary Pictures;4;Action;3;Guillermo del Toro;1;Guillermo del Toro;4;43
The Given Word;7,7;14/07/2013;3;none;59990;pt;6;6.8;1962-04-17;O Pagador de Promessas;0;0;98;tt0056322;Brazil;1;Cinedistri;1;Drama;1;Anselmo Duarte;1;Oswaldo Massaini;1;10
Great expectations;6,7;14/07/2013;2;SMPA;9410;en;119;6.4;1998-01-19;Great Expectations;25000000;55494066;111;tt0119223;United States of America;1;Twentieth Century Fox Film Corporation;2;Comedy;3;Alfonso Cuarón;1;none;0;10
Veronika Voss;7,6;13/07/2013;3;none;2262;de;20;7.1;1982-02-08;Die Sehnsucht der Veronika Voss;0;0;104;tt0084654;Germany;1;none;0;Crime;2;Rainer Werner Fassbinder;1;Thomas Schühly;1;9
Good Bye Lenin!;7,7;13/07/2013;4;none;338;de;521;7.4;2003-02-09;Good bye, Lenin!;4800000;79384880;121;tt0301357;Germany;1;WDR;3;Comedy;3;Wolfgang Becker;1;Stefan Arndt;4;16
The wrestler;8;06/07/2013;3;none;12163;en;896;7.3;2008-09-07;The Wrestler;6000000;44703995;109;tt1125849;United States of America;1;Saturn Films;4;Drama;2;Darren Aronofsky;1;Darren Aronofsky;2;60
Darby O'Gill and the Little People;6,9;06/07/2013;2;ESMPA;18887;en;29;6.7;1959-06-29;Darby O'Gill and the Little People;0;0;93;tt0052722;United States of America;1;none;0;Adventure;4;Robert Stevenson;1;none;0;7
The Man Who Laughs;7,7;29/06/2013;3;none;27517;en;30;7.3;1928-04-27;The Man Who Laughs;0;0;110;tt0019130;United States of America;1;Universal Pictures;1;Drama;2;Paul Leni;1;none;0;7
Dredd;7;28/06/2013;1;none;49049;en;1825;6.6;2012-09-07;Dredd;50000000;41037742;95;tt1343727;South Africa;4;DNA Films;5;Action;2;Pete Travis;1;none;0;15
Jeux Interdits ;7,9;21/06/2013;2;ESMPA;5000;fr;57;7.6;1952-05-09;Jeux interdits;0;10188;86;tt0043686;France;1;Silver Films;1;Drama;2;René Clément;1;Robert Dorfmann;1;10
Hour of the Wolf;7,6;21/06/2013;3;none;18333;sv;72;7.4;1968-01-01;Vargtimmen;0;0;90;tt0063759;Sweden;1;Svensk Filmindustri (SF);1;Drama;2;Ingmar Bergman;1;Lars-Owe Carlberg;1;9
